query,gui_ranking,rerank_time_seconds,input_tokens,output_tokens,total_tokens,id_score_map
near  important places,"[61696, 33755, 3370, 12394, 68289, 9834, 9909, 12189, 40678, 66553, 52949, 47302, 66552, 8575, 15689, 7384, 20147, 20146, 62260, 69000]",3.7884125000055064,3616,120,3736,"{61696: 1.0, 33755: 0.9, 3370: 0.9, 12394: 0.9, 68289: 0.8, 9834: 0.8, 9909: 0.8, 12189: 0.7, 40678: 0.7, 66553: 0.6, 52949: 0.6, 47302: 0.6, 66552: 0.5, 8575: 0.4, 15689: 0.2, 7384: 0.2, 20147: 0.1, 20146: 0.1, 62260: 0.1, 69000: 0.0}"
video editor,"[27482, 60343, 63266, 27481, 16, 60347, 60346, 27485, 63264, 27484, 53012, 14191, 34997, 13339, 37560, 52864, 37568, 47530, 63717, 3789]",4.296079399995506,3198,120,3318,"{27482: 1.0, 60343: 1.0, 63266: 1.0, 27481: 0.9, 16: 0.9, 60347: 0.7, 60346: 0.6, 27485: 0.5, 63264: 0.3, 27484: 0.3, 53012: 0.2, 14191: 0.1, 34997: 0.1, 13339: 0.0, 37560: 0.0, 52864: 0.0, 37568: 0.0, 47530: 0.0, 63717: 0.0, 3789: 0.0}"
sports news overview,"[20718, 21660, 8775, 57889, 25066, 10803, 19082, 44253, 57896, 8522, 55542, 55540, 10428, 25989, 5907, 48736, 33717, 55534, 44257, 21900]",3.178217400003632,3614,120,3734,"{20718: 1.0, 21660: 0.9, 8775: 0.8, 57889: 0.3, 25066: 0.2, 10803: 0.2, 19082: 0.1, 44253: 0.1, 57896: 0.1, 8522: 0.0, 55542: 0.0, 55540: 0.0, 10428: 0.0, 25989: 0.0, 5907: 0.0, 48736: 0.0, 33717: 0.0, 55534: 0.0, 44257: 0.0, 21900: 0.0}"
Advertisment of FedEx,"[28977, 28977, 28977, 57903, 57901, 14416, 72218, 57899, 57900, 57898, 10569, 39664, 68224, 24191, 24189, 24194, 24187, 24186, 24185, 24184]",3.778749600001902,3607,120,3727,"{28977: 1.0, 57903: 0.2, 57901: 0.1, 14416: 0.1, 72218: 0.1, 57899: 0.0, 57900: 0.0, 57898: 0.0, 10569: 0.0, 39664: 0.0, 68224: 0.0, 24191: 0.0, 24189: 0.0, 24194: 0.0, 24187: 0.0, 24186: 0.0, 24185: 0.0, 24184: 0.0}"
Most demanded news and article,"[56396, 20344, 41495, 56393, 37324, 15775, 36173, 7957, 15776, 67984, 29144, 1558, 279, 37326, 5184, 16503, 2850, 2856, 7959, 56394]",3.5262037000065902,4043,120,4163,"{56396: 0.9, 20344: 0.9, 41495: 0.9, 56393: 0.8, 37324: 0.8, 15775: 0.8, 36173: 0.8, 7957: 0.7, 15776: 0.7, 67984: 0.7, 29144: 0.6, 1558: 0.6, 279: 0.6, 37326: 0.6, 5184: 0.5, 16503: 0.5, 2850: 0.4, 2856: 0.4, 7959: 0.3, 56394: 0.2}"
Tabs for exams and grading,"[49646, 49647, 43151, 69218, 70467, 63517, 63515, 35270, 22375, 27578, 70483, 66048, 6452, 70485, 28136, 27586, 42245, 66237, 59312, 52136]",4.108883499997319,3607,120,3727,"{49646: 1.0, 49647: 1.0, 43151: 0.9, 69218: 0.9, 70467: 0.8, 63517: 0.7, 63515: 0.7, 35270: 0.7, 22375: 0.6, 27578: 0.5, 70483: 0.4, 66048: 0.4, 6452: 0.4, 70485: 0.3, 28136: 0.3, 27586: 0.2, 42245: 0.0, 66237: 0.0, 59312: 0.0, 52136: 0.0}"
List Item with Tab Color,"[34177, 67394, 6671, 52235, 15176, 33037, 64210, 64203, 1195, 72138, 26169, 60064, 1959, 72139, 42872, 55357, 65514, 1190, 1201, 1192]",3.5944837000060943,3430,120,3550,"{34177: 1.0, 67394: 0.8, 6671: 0.7, 52235: 0.7, 15176: 0.7, 33037: 0.4, 64210: 0.3, 64203: 0.3, 1195: 0.3, 72138: 0.3, 26169: 0.2, 60064: 0.2, 1959: 0.2, 72139: 0.2, 42872: 0.2, 55357: 0.1, 65514: 0.1, 1190: 0.0, 1201: 0.0, 1192: 0.0}"
learning and play piano online,"[35079, 47226, 32132, 39479, 71074, 50056, 69231, 66742, 27261, 32139, 19219, 35469, 11744, 32130, 31170, 60569, 28365, 35826, 54361, 58940]",5.13548609999998,3517,120,3637,"{35079: 0.9, 47226: 0.7, 32132: 0.4, 39479: 0.4, 71074: 0.3, 50056: 0.3, 69231: 0.3, 66742: 0.2, 27261: 0.2, 32139: 0.1, 19219: 0.1, 35469: 0.1, 11744: 0.1, 32130: 0.1, 31170: 0.0, 60569: 0.0, 28365: 0.0, 35826: 0.0, 54361: 0.0, 58940: 0.0}"
Sign-in with Facebook data in which name or email address included,"[36127, 58933, 58921, 12171, 53687, 66551, 36900, 37145, 33548, 63986, 12896, 29607, 50091, 55575, 38578, 45308, 55571, 45119, 8660, 64586]",4.093678099998215,3447,120,3567,"{36127: 0.9, 58933: 0.8, 58921: 0.8, 12171: 0.8, 53687: 0.3, 66551: 0.3, 36900: 0.2, 37145: 0.2, 33548: 0.1, 63986: 0.1, 12896: 0.1, 29607: 0.0, 50091: 0.0, 55575: 0.0, 38578: 0.0, 45308: 0.0, 55571: 0.0, 45119: 0.0, 8660: 0.0, 64586: 0.0}"
Information screen to add a tabatas in a tabatas list app,"[37261, 49331, 39361, 39356, 49328, 46524, 49330, 66979, 67334, 61110, 10622, 41333, 8653, 71653, 29729, 57846, 41306, 43988, 66025, 29727]",3.969460499996785,3809,120,3929,"{37261: 1.0, 49331: 0.9, 39361: 0.5, 39356: 0.4, 49328: 0.3, 46524: 0.2, 49330: 0.1, 66979: 0.1, 67334: 0.1, 61110: 0.0, 10622: 0.0, 41333: 0.0, 8653: 0.0, 71653: 0.0, 29729: 0.0, 57846: 0.0, 41306: 0.0, 43988: 0.0, 66025: 0.0, 29727: 0.0}"
Review with description,"[33340, 45100, 26201, 48526, 8171, 40724, 49879, 35794, 70078, 55005, 70325, 33086, 70081, 48065, 48066, 48072, 48008, 27677, 45577, 23767]",4.9213211000023875,3753,120,3873,"{33340: 1.0, 45100: 1.0, 26201: 0.9, 48526: 0.9, 8171: 0.9, 40724: 0.8, 49879: 0.8, 35794: 0.8, 70078: 0.7, 55005: 0.7, 70325: 0.7, 33086: 0.6, 70081: 0.5, 48065: 0.4, 48066: 0.4, 48072: 0.3, 48008: 0.3, 27677: 0.2, 45577: 0.1, 23767: 0.1}"
NBC news,"[52375, 68875, 14239, 2199, 37011, 43825, 5202, 66596, 47616, 68878, 54133, 17577, 17574, 41777, 41778, 41779, 47623, 38418, 66586, 68884]",4.088136599995778,3919,120,4039,"{52375: 1.0, 68875: 0.8, 14239: 0.7, 2199: 0.4, 37011: 0.4, 43825: 0.3, 5202: 0.3, 66596: 0.3, 47616: 0.2, 68878: 0.2, 54133: 0.2, 17577: 0.1, 17574: 0.1, 41777: 0.0, 41778: 0.0, 41779: 0.0, 47623: 0.0, 38418: 0.0, 66586: 0.0, 68884: 0.0}"
starting screen of Amino,"[10274, 10648, 28260, 59942, 48501, 47327, 41430, 24606, 52920, 30214, 30211, 70183, 53935, 10273, 70178, 119, 70191, 44996, 2018, 70181]",4.557060700004513,3788,120,3908,"{10274: 1.0, 10648: 1.0, 28260: 0.8, 59942: 0.8, 48501: 0.7, 47327: 0.7, 41430: 0.6, 24606: 0.5, 52920: 0.5, 30214: 0.3, 30211: 0.2, 70183: 0.0, 53935: 0.0, 10273: 0.0, 70178: 0.0, 119: 0.0, 70191: 0.0, 44996: 0.0, 2018: 0.0, 70181: 0.0}"
income and expenses reports,"[26054, 43700, 67407, 55790, 43696, 49399, 49566, 64189, 31134, 8305, 35874, 43716, 64802, 35892, 67405, 67411, 26056, 43708, 20843, 53341]",4.6391636000043945,4087,120,4207,"{26054: 1.0, 43700: 1.0, 67407: 0.9, 55790: 0.9, 43696: 0.9, 49399: 0.7, 49566: 0.7, 64189: 0.7, 31134: 0.7, 8305: 0.6, 35874: 0.6, 43716: 0.6, 64802: 0.5, 35892: 0.5, 67405: 0.4, 67411: 0.4, 26056: 0.2, 43708: 0.2, 20843: 0.1, 53341: 0.1}"
"Delivery details input boxes for address and buttons for home, work or other","[66919, 66923, 50090, 51940, 2005, 50930, 66920, 51945, 51942, 28235, 43208, 15866, 33699, 56435, 59549, 62030, 4964, 24688, 12061, 14913]",3.3858436000009533,3708,120,3828,"{66919: 1.0, 66923: 1.0, 50090: 0.9, 51940: 0.8, 2005: 0.7, 50930: 0.7, 66920: 0.6, 51945: 0.6, 51942: 0.6, 28235: 0.5, 43208: 0.1, 15866: 0.0, 33699: 0.0, 56435: 0.0, 59549: 0.0, 62030: 0.0, 4964: 0.0, 24688: 0.0, 12061: 0.0, 14913: 0.0}"
a language window with many options,"[70036, 31874, 21600, 7653, 62717, 1415, 14571, 45874, 11371, 57061, 23517, 27511, 44038, 2947, 29111, 27510, 65542, 19585, 23514, 34535]",3.126012799999444,3473,120,3593,"{70036: 1.0, 31874: 1.0, 21600: 1.0, 7653: 0.8, 62717: 0.7, 1415: 0.6, 14571: 0.5, 45874: 0.5, 11371: 0.4, 57061: 0.3, 23517: 0.2, 27511: 0.2, 44038: 0.2, 2947: 0.2, 29111: 0.1, 27510: 0.1, 65542: 0.1, 19585: 0.0, 23514: 0.0, 34535: 0.0}"
search bar with add a favorite,"[30002, 56670, 69261, 25074, 62466, 57528, 28957, 14439, 21772, 21770, 18218, 62460, 20766, 11480, 17489, 18215, 9978, 23265, 27429, 33458]",6.2273002000001725,3792,120,3912,"{30002: 1.0, 56670: 1.0, 69261: 1.0, 25074: 0.8, 62466: 0.7, 57528: 0.7, 28957: 0.7, 14439: 0.6, 21772: 0.5, 21770: 0.4, 18218: 0.3, 62460: 0.3, 20766: 0.2, 11480: 0.1, 17489: 0.1, 18215: 0.0, 9978: 0.0, 23265: 0.0, 27429: 0.0, 33458: 0.0}"
a panel app window with its points,"[25084, 25089, 25088, 52283, 18289, 53261, 30838, 53258, 43126, 30846, 65150, 67556, 56042, 65148, 19585, 14494, 36074, 14492, 44775, 27510]",3.38305709999986,3659,120,3779,"{25084: 1.0, 25089: 1.0, 25088: 0.8, 52283: 0.8, 18289: 0.5, 53261: 0.5, 30838: 0.4, 53258: 0.3, 43126: 0.3, 30846: 0.2, 65150: 0.1, 67556: 0.1, 56042: 0.1, 65148: 0.1, 19585: 0.0, 14494: 0.0, 36074: 0.0, 14492: 0.0, 44775: 0.0, 27510: 0.0}"
"feedback request, whether you like it, with options yes or feedback and emojis","[57478, 56895, 434, 26955, 13359, 53376, 50202, 52143, 41581, 31832, 16326, 3306, 36415, 59334, 10959, 18829, 37569, 63986, 17063, 37485]",4.862337099999422,3423,120,3543,"{57478: 0.9, 56895: 0.7, 434: 0.5, 26955: 0.5, 13359: 0.4, 53376: 0.4, 50202: 0.4, 52143: 0.3, 41581: 0.3, 31832: 0.3, 16326: 0.3, 3306: 0.3, 36415: 0.2, 59334: 0.2, 10959: 0.2, 18829: 0.2, 37569: 0.1, 63986: 0.1, 17063: 0.0, 37485: 0.0}"
best food recipes,"[42422, 43424, 14226, 21272, 45732, 8167, 8047, 56496, 14275, 65091, 42421, 31441, 6391, 9269, 68771, 9271, 60611, 60609, 60614, 13722]",4.775565600000846,3474,120,3594,"{42422: 1.0, 43424: 1.0, 14226: 1.0, 21272: 0.9, 45732: 0.8, 8167: 0.8, 8047: 0.8, 56496: 0.8, 14275: 0.7, 65091: 0.7, 42421: 0.7, 31441: 0.6, 6391: 0.6, 9269: 0.6, 68771: 0.5, 9271: 0.5, 60611: 0.3, 60609: 0.2, 60614: 0.2, 13722: 0.0}"
privacy policy with types of collected information,"[8453, 68681, 44388, 66512, 11203, 48852, 8017, 32518, 56471, 37511, 65805, 17729, 11824, 51365, 8573, 60480, 20727, 44917, 11497, 12607]",3.870599100002437,3714,120,3834,"{8453: 1.0, 68681: 0.9, 44388: 0.9, 66512: 0.8, 11203: 0.7, 48852: 0.7, 8017: 0.6, 32518: 0.6, 56471: 0.6, 37511: 0.6, 65805: 0.5, 17729: 0.4, 11824: 0.4, 51365: 0.4, 8573: 0.3, 60480: 0.3, 20727: 0.2, 44917: 0.0, 11497: 0.0, 12607: 0.0}"
podcast episode screen with download option,"[3553, 3560, 3552, 63188, 37191, 37196, 3558, 37192, 500, 488, 5073, 3568, 55389, 5069, 26032, 495, 34363, 4315, 4313, 5068]",3.5188931000011507,3831,120,3951,"{3553: 1.0, 3560: 0.9, 3552: 0.9, 63188: 0.9, 37191: 0.8, 37196: 0.8, 3558: 0.8, 37192: 0.7, 500: 0.7, 488: 0.7, 5073: 0.6, 3568: 0.5, 55389: 0.5, 5069: 0.5, 26032: 0.4, 495: 0.3, 34363: 0.2, 4315: 0.1, 4313: 0.0, 5068: 0.0}"
side panel with share and settings,"[50505, 50471, 16251, 64805, 16249, 68962, 53871, 58148, 39596, 16247, 16253, 16243, 16242, 16246, 4825, 16250, 16244, 69142, 8684, 67254]",13.118835300003411,3617,120,3737,"{50505: 1.0, 50471: 1.0, 16251: 0.9, 64805: 0.8, 16249: 0.8, 68962: 0.7, 53871: 0.7, 58148: 0.6, 39596: 0.6, 16247: 0.5, 16253: 0.5, 16243: 0.5, 16242: 0.4, 16246: 0.3, 4825: 0.3, 16250: 0.2, 16244: 0.2, 69142: 0.1, 8684: 0.1, 67254: 0.0}"
Selection of Doctor's Specialization,"[34401, 24067, 41119, 2847, 71752, 24069, 24078, 9138, 65907, 65904, 65906, 60471, 65898, 44732, 65902, 45730, 17225, 27091, 33768, 69913]",4.591623599997547,3788,120,3908,"{34401: 1.0, 24067: 0.8, 41119: 0.8, 2847: 0.7, 71752: 0.6, 24069: 0.4, 24078: 0.3, 9138: 0.3, 65907: 0.2, 65904: 0.2, 65906: 0.2, 60471: 0.2, 65898: 0.1, 44732: 0.1, 65902: 0.0, 45730: 0.0, 17225: 0.0, 27091: 0.0, 33768: 0.0, 69913: 0.0}"
"tourist app, discover world places, countries and cities","[21671, 5728, 5729, 54548, 40902, 9717, 9718, 14594, 66552, 26245, 53349, 66553, 26257, 54556, 10215, 44295, 62895, 46531, 2794, 20147]",3.174977200003923,3346,120,3466,"{21671: 1.0, 5728: 0.9, 5729: 0.9, 54548: 0.9, 40902: 0.9, 9717: 0.8, 9718: 0.8, 14594: 0.8, 66552: 0.6, 26245: 0.5, 53349: 0.5, 66553: 0.4, 26257: 0.3, 54556: 0.3, 10215: 0.3, 44295: 0.2, 62895: 0.2, 46531: 0.1, 2794: 0.1, 20147: 0.1}"
Media with no search results,"[15336, 61555, 32286, 42463, 42453, 42442, 42458, 42462, 42466, 14778, 14775, 14777, 42447, 33825, 42434, 26744, 46601, 13816, 71742, 67287]",5.3658279000010225,3356,120,3476,"{15336: 1.0, 61555: 0.8, 32286: 0.7, 42463: 0.3, 42453: 0.2, 42442: 0.2, 42458: 0.2, 42462: 0.1, 42466: 0.1, 14778: 0.1, 14775: 0.1, 14777: 0.1, 42447: 0.1, 33825: 0.1, 42434: 0.0, 26744: 0.0, 46601: 0.0, 13816: 0.0, 71742: 0.0, 67287: 0.0}"
online dating,"[64832, 15942, 17292, 28655, 14553, 64058, 17293, 17286, 56407, 66461, 50639, 17294, 17289, 69989, 60172, 69995, 70005, 42733, 1281, 42742]",4.358371900001657,3405,120,3525,"{64832: 1.0, 15942: 1.0, 17292: 1.0, 28655: 1.0, 14553: 0.9, 64058: 0.9, 17293: 0.9, 17286: 0.7, 56407: 0.7, 66461: 0.7, 50639: 0.6, 17294: 0.6, 17289: 0.5, 69989: 0.3, 60172: 0.2, 69995: 0.2, 70005: 0.1, 42733: 0.0, 1281: 0.0, 42742: 0.0}"
camera notification message,"[62977, 70961, 42512, 43317, 69480, 39964, 54834, 70963, 70964, 16080, 14188, 40065, 31393, 66562, 71513, 2132, 41191, 3427, 60264, 1628]",4.21773569999641,3503,120,3623,"{62977: 0.8, 70961: 0.8, 42512: 0.7, 43317: 0.7, 69480: 0.7, 39964: 0.6, 54834: 0.6, 70963: 0.6, 70964: 0.6, 16080: 0.5, 14188: 0.5, 40065: 0.4, 31393: 0.3, 66562: 0.3, 71513: 0.2, 2132: 0.2, 41191: 0.2, 3427: 0.1, 60264: 0.1, 1628: 0.0}"
android news website,"[13860, 16508, 16515, 1575, 71379, 15497, 68818, 42541, 52188, 33440, 11492, 71434, 26970, 43061, 45838, 33438, 14880, 14879, 25465, 14878]",6.7594910000043456,3952,120,4072,"{13860: 1.0, 16508: 1.0, 16515: 0.9, 1575: 0.9, 71379: 0.8, 15497: 0.6, 68818: 0.6, 42541: 0.4, 52188: 0.3, 33440: 0.3, 11492: 0.3, 71434: 0.2, 26970: 0.2, 43061: 0.1, 45838: 0.1, 33438: 0.1, 14880: 0.0, 14879: 0.0, 25465: 0.0, 14878: 0.0}"
search coffee with location,"[2703, 2705, 2707, 2696, 53737, 18449, 6937, 28541, 50622, 23775, 47031, 6938, 13540, 6932, 44819, 49193, 57262, 49192, 15613, 15615]",3.9690829000028316,3422,120,3542,"{2703: 1.0, 2705: 1.0, 2707: 1.0, 2696: 0.9, 53737: 0.9, 18449: 0.9, 6937: 0.7, 28541: 0.6, 50622: 0.6, 23775: 0.5, 47031: 0.5, 6938: 0.3, 13540: 0.3, 6932: 0.3, 44819: 0.3, 49193: 0.2, 57262: 0.1, 49192: 0.1, 15613: 0.1, 15615: 0.0}"
text editing with their options,"[4285, 4396, 12304, 34993, 23378, 51704, 24726, 50598, 4885, 48717, 48723, 28277, 53507, 32308, 2270, 69444, 30360, 40026, 60801, 16048]",4.864266500000667,3393,120,3513,"{4285: 1.0, 4396: 0.9, 12304: 0.9, 34993: 0.7, 23378: 0.6, 51704: 0.5, 24726: 0.3, 50598: 0.3, 4885: 0.2, 48717: 0.2, 48723: 0.2, 28277: 0.1, 53507: 0.1, 32308: 0.0, 2270: 0.0, 69444: 0.0, 30360: 0.0, 40026: 0.0, 60801: 0.0, 16048: 0.0}"
weather application screen's side menu,"[51829, 39597, 20721, 31379, 58147, 31373, 54279, 17333, 22096, 17344, 39486, 68438, 56943, 4748, 19225, 4825, 69136, 39599, 18041, 22104]",17.112240800001018,3771,120,3891,"{51829: 1.0, 39597: 1.0, 20721: 0.9, 31379: 0.7, 58147: 0.5, 31373: 0.5, 54279: 0.5, 17333: 0.4, 22096: 0.3, 17344: 0.3, 39486: 0.3, 68438: 0.3, 56943: 0.3, 4748: 0.2, 19225: 0.2, 4825: 0.2, 69136: 0.2, 39599: 0.2, 18041: 0.1, 22104: 0.0}"
customer complaint service,"[5122, 28822, 48828, 45328, 2779, 31332, 3453, 23501, 52028, 40239, 47843, 22829, 3521, 42698, 6942, 41171, 48522, 14466, 60454, 6930]",4.287499199999729,3757,120,3877,"{5122: 0.9, 28822: 0.9, 48828: 0.8, 45328: 0.7, 2779: 0.6, 31332: 0.5, 3453: 0.4, 23501: 0.3, 52028: 0.3, 40239: 0.3, 47843: 0.2, 22829: 0.2, 3521: 0.2, 42698: 0.1, 6942: 0.1, 41171: 0.1, 48522: 0.1, 14466: 0.1, 60454: 0.0, 6930: 0.0}"
song with the artist picture and pause button,"[33275, 71492, 707, 29194, 33276, 27043, 711, 71490, 29617, 63179, 44134, 54783, 55483, 12817, 33282, 33281, 23295, 33283, 70393, 23291]",8.739542900002562,3732,120,3852,"{33275: 1.0, 71492: 1.0, 707: 0.9, 29194: 0.9, 33276: 0.8, 27043: 0.7, 711: 0.7, 71490: 0.7, 29617: 0.7, 63179: 0.6, 44134: 0.5, 54783: 0.4, 55483: 0.2, 12817: 0.2, 33282: 0.2, 33281: 0.1, 23295: 0.1, 33283: 0.1, 70393: 0.1, 23291: 0.0}"
complete your melody,"[46619, 50696, 70783, 854, 38103, 38102, 23116, 32190, 32262, 32194, 52112, 20322, 36136, 43202, 43860, 2071, 13799, 69703, 65833, 50697]",5.963464899999963,3520,120,3640,"{46619: 1.0, 50696: 0.8, 70783: 0.7, 854: 0.7, 38103: 0.6, 38102: 0.6, 23116: 0.3, 32190: 0.2, 32262: 0.2, 32194: 0.1, 52112: 0.1, 20322: 0.1, 36136: 0.0, 43202: 0.0, 43860: 0.0, 2071: 0.0, 13799: 0.0, 69703: 0.0, 65833: 0.0, 50697: 0.0}"
Genesis + Book + Android,"[11820, 11815, 34374, 62592, 45335, 45340, 28508, 27400, 44576, 40929, 29546, 40924, 6383, 6389, 22200, 22202, 3909, 16684, 40933, 3912]",4.305890700001328,3591,120,3711,"{11820: 1.0, 11815: 1.0, 34374: 1.0, 62592: 0.9, 45335: 0.9, 45340: 0.8, 28508: 0.8, 27400: 0.7, 44576: 0.6, 40929: 0.5, 29546: 0.4, 40924: 0.3, 6383: 0.3, 6389: 0.3, 22200: 0.2, 22202: 0.2, 3909: 0.2, 16684: 0.2, 40933: 0.1, 3912: 0.1}"
Different Language choice keypad,"[45339, 70112, 60557, 19767, 3441, 43322, 12738, 5816, 3432, 8977, 42980, 62582, 8986, 8976, 12740, 57308, 50948, 70977, 68329, 65888]",3.3263224999973318,3467,120,3587,"{45339: 1.0, 70112: 0.9, 60557: 0.8, 19767: 0.4, 3441: 0.3, 43322: 0.3, 12738: 0.3, 5816: 0.3, 3432: 0.3, 8977: 0.3, 42980: 0.2, 62582: 0.2, 8986: 0.2, 8976: 0.2, 12740: 0.1, 57308: 0.1, 50948: 0.1, 70977: 0.1, 68329: 0.0, 65888: 0.0}"
menu providing different buttons to change the settings and to get more information,"[68952, 51275, 1380, 25027, 50593, 5706, 16204, 1671, 29729, 67334, 45304, 66979, 36064, 21573, 23123, 41333, 60624, 50241, 60360, 40104]",4.633408099994995,3365,120,3485,"{68952: 1.0, 51275: 1.0, 1380: 1.0, 25027: 0.9, 50593: 0.7, 5706: 0.7, 16204: 0.7, 1671: 0.6, 29729: 0.6, 67334: 0.5, 45304: 0.5, 66979: 0.4, 36064: 0.4, 21573: 0.4, 23123: 0.4, 41333: 0.3, 60624: 0.3, 50241: 0.2, 60360: 0.2, 40104: 0.1}"
live breaking news video with another top stories article and video,"[68520, 3322, 32890, 37498, 26446, 3319, 68527, 71210, 56755, 37741, 5238, 37740, 24015, 16087, 16808, 63264, 30709, 28430, 49053, 803]",3.5976627999989432,3706,120,3826,"{68520: 1.0, 3322: 1.0, 32890: 0.9, 37498: 0.8, 26446: 0.7, 3319: 0.6, 68527: 0.6, 71210: 0.5, 56755: 0.3, 37741: 0.3, 5238: 0.3, 37740: 0.2, 24015: 0.2, 16087: 0.2, 16808: 0.1, 63264: 0.1, 30709: 0.0, 28430: 0.0, 49053: 0.0, 803: 0.0}"
Weekday digest for meal planning,"[66527, 5267, 6044, 66540, 66544, 5270, 29388, 5265, 66532, 5260, 5262, 3450, 29390, 48751, 4316, 15688, 48742, 4834, 4842, 4833]",3.879304099995352,3649,120,3769,"{66527: 1.0, 5267: 0.9, 6044: 0.8, 66540: 0.8, 66544: 0.8, 5270: 0.7, 29388: 0.7, 5265: 0.6, 66532: 0.6, 5260: 0.5, 5262: 0.4, 3450: 0.3, 29390: 0.3, 48751: 0.2, 4316: 0.2, 15688: 0.1, 48742: 0.0, 4834: 0.0, 4842: 0.0, 4833: 0.0}"
Buy atlanta falcons jersey,"[23356, 23355, 7591, 7590, 25062, 7593, 43110, 43251, 21302, 17533, 17522, 17404, 59069, 62503, 40660, 32411, 19720, 17828, 36628, 49463]",3.214053199997579,3723,120,3843,"{23356: 1.0, 23355: 0.8, 7591: 0.8, 7590: 0.6, 25062: 0.5, 7593: 0.5, 43110: 0.4, 43251: 0.4, 21302: 0.2, 17533: 0.1, 17522: 0.1, 17404: 0.1, 59069: 0.1, 62503: 0.0, 40660: 0.0, 32411: 0.0, 19720: 0.0, 17828: 0.0, 36628: 0.0, 49463: 0.0}"
Sidebar with homepage and other options,"[55493, 55494, 55492, 17057, 17819, 3573, 30733, 41355, 30941, 37795, 36460, 45615, 18457, 48902, 67553, 30463, 18455, 37797, 67559, 67561]",4.50580450000416,3529,120,3649,"{55493: 1.0, 55494: 1.0, 55492: 1.0, 17057: 1.0, 17819: 0.9, 3573: 0.8, 30733: 0.7, 41355: 0.7, 30941: 0.6, 37795: 0.5, 36460: 0.4, 45615: 0.4, 18457: 0.3, 48902: 0.3, 67553: 0.2, 30463: 0.2, 18455: 0.2, 37797: 0.1, 67559: 0.1, 67561: 0.1}"
video show of a tattoo,"[51384, 51375, 70825, 26675, 26674, 31044, 23419, 37741, 60585, 21753, 60584, 28986, 60587, 70826, 46964, 12687, 46962, 28985, 28430, 28979]",4.928691200002504,3417,120,3537,"{51384: 1.0, 51375: 0.7, 70825: 0.5, 26675: 0.5, 26674: 0.4, 31044: 0.4, 23419: 0.4, 37741: 0.4, 60585: 0.3, 21753: 0.3, 60584: 0.2, 28986: 0.2, 60587: 0.2, 70826: 0.2, 46964: 0.1, 12687: 0.1, 46962: 0.1, 28985: 0.1, 28430: 0.0, 28979: 0.0}"
Country code listing,"[7300, 37446, 70727, 33194, 7952, 7953, 67583, 63633, 4238, 4243, 69254, 63630, 69267, 51324, 69258, 20638, 69277, 24220, 20640, 69265]",5.252150599997549,3582,120,3702,"{7300: 1.0, 37446: 1.0, 70727: 1.0, 33194: 0.6, 7952: 0.5, 7953: 0.4, 67583: 0.0, 63633: 0.0, 4238: 0.0, 4243: 0.0, 69254: 0.0, 63630: 0.0, 69267: 0.0, 51324: 0.0, 69258: 0.0, 20638: 0.0, 69277: 0.0, 24220: 0.0, 20640: 0.0, 69265: 0.0}"
"book reader with ""Become a Member"" button","[40696, 40693, 13010, 12997, 6289, 7191, 13003, 6290, 52623, 59341, 40930, 52619, 5606, 13004, 13012, 1078, 40932, 70606, 50327, 50967]",3.2349694000004092,3528,120,3648,"{40696: 0.8, 40693: 0.8, 13010: 0.7, 12997: 0.7, 6289: 0.7, 7191: 0.7, 13003: 0.6, 6290: 0.6, 52623: 0.5, 59341: 0.5, 40930: 0.4, 52619: 0.3, 5606: 0.3, 13004: 0.2, 13012: 0.2, 1078: 0.1, 40932: 0.1, 70606: 0.1, 50327: 0.0, 50967: 0.0}"
choise of interest,"[5725, 1627, 50321, 31261, 10113, 2849, 9292, 2194, 31253, 62106, 64828, 66380, 62098, 62104, 66440, 9281, 9286, 9398, 65473, 47712]",3.3749106000032043,3557,120,3677,"{5725: 1.0, 1627: 1.0, 50321: 1.0, 31261: 0.9, 10113: 0.9, 2849: 0.9, 9292: 0.8, 2194: 0.8, 31253: 0.7, 62106: 0.7, 64828: 0.7, 66380: 0.5, 62098: 0.4, 62104: 0.2, 66440: 0.1, 9281: 0.1, 9286: 0.1, 9398: 0.1, 65473: 0.0, 47712: 0.0}"
Healthy Food options to add in daily Plan,"[55222, 13727, 66538, 66544, 66527, 66532, 29389, 8328, 19171, 13173, 60609, 30133, 30246, 60611, 60613, 13722, 41103, 57637, 57626, 71635]",3.5461851000000024,3444,120,3564,"{55222: 1.0, 13727: 1.0, 66538: 0.8, 66544: 0.8, 66527: 0.7, 66532: 0.6, 29389: 0.5, 8328: 0.5, 19171: 0.4, 13173: 0.3, 60609: 0.3, 30133: 0.2, 30246: 0.2, 60611: 0.2, 60613: 0.2, 13722: 0.1, 41103: 0.0, 57637: 0.0, 57626: 0.0, 71635: 0.0}"
