query,gui_ranking,rerank_time_seconds,input_tokens,output_tokens,total_tokens,id_score_map
near  important places,"[61696, 33755, 9834, 9909, 12189, 3370, 12394, 47302, 40678, 15689, 68289, 66552, 66553, 52949, 8575, 20147, 20146, 62260, 7384, 69000]",15.425285100005567,46724,120,46844,"{61696: 0.9, 33755: 0.8, 9834: 0.8, 9909: 0.8, 12189: 0.7, 3370: 0.7, 12394: 0.7, 47302: 0.7, 40678: 0.6, 15689: 0.6, 68289: 0.5, 66552: 0.3, 66553: 0.2, 52949: 0.2, 8575: 0.2, 20147: 0.1, 20146: 0.1, 62260: 0.1, 7384: 0.1, 69000: 0.0}"
video editor,"[27482, 60343, 16, 63266, 27481, 60347, 60346, 27484, 27485, 53012, 63264, 34997, 63717, 13339, 37560, 14191, 52864, 37568, 47530, 3789]",11.597112099989317,38596,120,38716,"{27482: 1.0, 60343: 0.9, 16: 0.9, 63266: 0.9, 27481: 0.8, 60347: 0.7, 60346: 0.7, 27484: 0.6, 27485: 0.3, 53012: 0.3, 63264: 0.2, 34997: 0.1, 63717: 0.1, 13339: 0.0, 37560: 0.0, 14191: 0.0, 52864: 0.0, 37568: 0.0, 47530: 0.0, 3789: 0.0}"
sports news overview,"[20718, 21660, 8775, 57889, 44253, 25066, 19082, 33717, 57896, 10803, 8522, 55542, 55540, 10428, 25989, 5907, 48736, 55534, 44257, 21900]",18.40611770004034,41852,120,41972,"{20718: 1.0, 21660: 0.9, 8775: 0.8, 57889: 0.7, 44253: 0.6, 25066: 0.3, 19082: 0.1, 33717: 0.1, 57896: 0.1, 10803: 0.1, 8522: 0.0, 55542: 0.0, 55540: 0.0, 10428: 0.0, 25989: 0.0, 5907: 0.0, 48736: 0.0, 55534: 0.0, 44257: 0.0, 21900: 0.0}"
Advertisment of FedEx,"[28977, 28977, 28977, 68224, 57901, 10569, 57903, 57899, 57900, 57898, 39664, 14416, 24191, 72218, 24189, 24194, 24187, 24186, 24185, 24184]",15.619186900032219,43516,120,43636,"{28977: 1.0, 68224: 0.7, 57901: 0.2, 10569: 0.2, 57903: 0.1, 57899: 0.1, 57900: 0.1, 57898: 0.1, 39664: 0.0, 14416: 0.0, 24191: 0.0, 72218: 0.0, 24189: 0.0, 24194: 0.0, 24187: 0.0, 24186: 0.0, 24185: 0.0, 24184: 0.0}"
Most demanded news and article,"[20344, 7957, 37324, 56393, 29144, 5184, 15775, 41495, 36173, 15776, 37326, 67984, 16503, 279, 7959, 56396, 1558, 2850, 2856, 56394]",22.18169040000066,40284,120,40404,"{20344: 0.9, 7957: 0.8, 37324: 0.8, 56393: 0.7, 29144: 0.7, 5184: 0.7, 15775: 0.7, 41495: 0.7, 36173: 0.7, 15776: 0.6, 37326: 0.6, 67984: 0.6, 16503: 0.5, 279: 0.5, 7959: 0.5, 56396: 0.4, 1558: 0.4, 2850: 0.3, 2856: 0.3, 56394: 0.2}"
Tabs for exams and grading,"[49646, 49647, 70467, 69218, 63517, 27578, 63515, 35270, 66048, 43151, 70485, 22375, 70483, 28136, 27586, 6452, 42245, 66237, 59312, 52136]",12.556568900006823,35436,120,35556,"{49646: 1.0, 49647: 1.0, 70467: 0.9, 69218: 0.9, 63517: 0.8, 27578: 0.8, 63515: 0.8, 35270: 0.8, 66048: 0.7, 43151: 0.7, 70485: 0.6, 22375: 0.6, 70483: 0.5, 28136: 0.5, 27586: 0.4, 6452: 0.3, 42245: 0.1, 66237: 0.1, 59312: 0.1, 52136: 0.1}"
List Item with Tab Color,"[67394, 15176, 34177, 1190, 1192, 1201, 26169, 64210, 64203, 60064, 42872, 6671, 1195, 72138, 1959, 33037, 52235, 65514, 72139, 55357]",23.768466099980287,38668,120,38788,"{67394: 0.9, 15176: 0.8, 34177: 0.8, 1190: 0.7, 1192: 0.7, 1201: 0.6, 26169: 0.4, 64210: 0.3, 64203: 0.3, 60064: 0.3, 42872: 0.3, 6671: 0.2, 1195: 0.2, 72138: 0.2, 1959: 0.1, 33037: 0.1, 52235: 0.1, 65514: 0.1, 72139: 0.0, 55357: 0.0}"
learning and play piano online,"[47226, 32132, 35079, 71074, 50056, 27261, 32139, 19219, 66742, 31170, 60569, 28365, 35826, 35469, 54361, 58940, 11744, 69231, 32130, 39479]",17.76363699999638,45132,120,45252,"{47226: 0.7, 32132: 0.5, 35079: 0.3, 71074: 0.2, 50056: 0.2, 27261: 0.2, 32139: 0.1, 19219: 0.1, 66742: 0.1, 31170: 0.0, 60569: 0.0, 28365: 0.0, 35826: 0.0, 35469: 0.0, 54361: 0.0, 58940: 0.0, 11744: 0.0, 69231: 0.0, 32130: 0.0, 39479: 0.0}"
Sign-in with Facebook data in which name or email address included,"[36127, 58933, 58921, 12171, 36900, 53687, 63986, 33548, 66551, 37145, 29607, 50091, 55575, 38578, 45308, 55571, 45119, 8660, 12896, 64586]",20.69730180001352,46916,120,47036,"{36127: 1.0, 58933: 0.9, 58921: 0.9, 12171: 0.8, 36900: 0.7, 53687: 0.3, 63986: 0.2, 33548: 0.1, 66551: 0.1, 37145: 0.1, 29607: 0.0, 50091: 0.0, 55575: 0.0, 38578: 0.0, 45308: 0.0, 55571: 0.0, 45119: 0.0, 8660: 0.0, 12896: 0.0, 64586: 0.0}"
Information screen to add a tabatas in a tabatas list app,"[49328, 37261, 49331, 39356, 39361, 49330, 46524, 61110, 66979, 10622, 41333, 8653, 71653, 29729, 57846, 41306, 67334, 43988, 66025, 29727]",18.898333499964792,45324,120,45444,"{49328: 0.9, 37261: 0.9, 49331: 0.8, 39356: 0.7, 39361: 0.7, 49330: 0.3, 46524: 0.1, 61110: 0.0, 66979: 0.0, 10622: 0.0, 41333: 0.0, 8653: 0.0, 71653: 0.0, 29729: 0.0, 57846: 0.0, 41306: 0.0, 67334: 0.0, 43988: 0.0, 66025: 0.0, 29727: 0.0}"
Review with description,"[33340, 26201, 48072, 48526, 48065, 48066, 45100, 49879, 40724, 70078, 35794, 70325, 55005, 8171, 48008, 33086, 45577, 70081, 27677, 23767]",12.601759100041818,41852,120,41972,"{33340: 1.0, 26201: 0.9, 48072: 0.9, 48526: 0.9, 48065: 0.9, 48066: 0.9, 45100: 0.9, 49879: 0.7, 40724: 0.6, 70078: 0.6, 35794: 0.6, 70325: 0.6, 55005: 0.5, 8171: 0.4, 48008: 0.3, 33086: 0.2, 45577: 0.2, 70081: 0.2, 27677: 0.1, 23767: 0.1}"
NBC news,"[52375, 68875, 14239, 2199, 68884, 54133, 43825, 5202, 37011, 66596, 17577, 17574, 47616, 41777, 41778, 41779, 68878, 47623, 38418, 66586]",18.736344300035853,49908,120,50028,"{52375: 1.0, 68875: 0.9, 14239: 0.8, 2199: 0.7, 68884: 0.3, 54133: 0.2, 43825: 0.1, 5202: 0.1, 37011: 0.1, 66596: 0.1, 17577: 0.1, 17574: 0.1, 47616: 0.0, 41777: 0.0, 41778: 0.0, 41779: 0.0, 68878: 0.0, 47623: 0.0, 38418: 0.0, 66586: 0.0}"
starting screen of Amino,"[59942, 10274, 24606, 10648, 28260, 52920, 41430, 48501, 47327, 30214, 30211, 70183, 53935, 10273, 70178, 119, 70191, 44996, 2018, 70181]",24.938359099964146,43516,120,43636,"{59942: 1.0, 10274: 1.0, 24606: 0.9, 10648: 0.9, 28260: 0.8, 52920: 0.8, 41430: 0.7, 48501: 0.7, 47327: 0.7, 30214: 0.7, 30211: 0.2, 70183: 0.0, 53935: 0.0, 10273: 0.0, 70178: 0.0, 119: 0.0, 70191: 0.0, 44996: 0.0, 2018: 0.0, 70181: 0.0}"
income and expenses reports,"[26054, 43700, 49399, 55790, 31134, 67407, 49566, 64802, 43716, 43696, 35874, 64189, 8305, 35892, 20843, 67405, 53341, 67411, 26056, 43708]",11.860979399993084,37028,120,37148,"{26054: 1.0, 43700: 1.0, 49399: 0.9, 55790: 0.9, 31134: 0.9, 67407: 0.8, 49566: 0.8, 64802: 0.8, 43716: 0.8, 43696: 0.8, 35874: 0.7, 64189: 0.7, 8305: 0.6, 35892: 0.6, 20843: 0.3, 67405: 0.3, 53341: 0.3, 67411: 0.3, 26056: 0.2, 43708: 0.2}"
"Delivery details input boxes for address and buttons for home, work or other","[66919, 66923, 50090, 28235, 66920, 51940, 2005, 51945, 51942, 50930, 43208, 15866, 33699, 56435, 59549, 62030, 4964, 24688, 12061, 14913]",15.711199200013652,46964,120,47084,"{66919: 1.0, 66923: 1.0, 50090: 0.8, 28235: 0.8, 66920: 0.7, 51940: 0.7, 2005: 0.6, 51945: 0.6, 51942: 0.6, 50930: 0.6, 43208: 0.1, 15866: 0.0, 33699: 0.0, 56435: 0.0, 59549: 0.0, 62030: 0.0, 4964: 0.0, 24688: 0.0, 12061: 0.0, 14913: 0.0}"
a language window with many options,"[70036, 31874, 21600, 62717, 7653, 11371, 45874, 23517, 27511, 14571, 1415, 29111, 44038, 2947, 27510, 34535, 19585, 23514, 57061, 65542]",18.91801600001054,43536,120,43656,"{70036: 1.0, 31874: 1.0, 21600: 0.9, 62717: 0.7, 7653: 0.6, 11371: 0.3, 45874: 0.3, 23517: 0.2, 27511: 0.2, 14571: 0.2, 1415: 0.2, 29111: 0.1, 44038: 0.1, 2947: 0.1, 27510: 0.1, 34535: 0.1, 19585: 0.0, 23514: 0.0, 57061: 0.0, 65542: 0.0}"
search bar with add a favorite,"[30002, 69261, 56670, 28957, 57528, 21772, 21770, 25074, 18218, 62466, 62460, 14439, 18215, 11480, 9978, 23265, 17489, 27429, 20766, 33458]",32.16542530001607,43540,120,43660,"{30002: 1.0, 69261: 1.0, 56670: 0.9, 28957: 0.8, 57528: 0.7, 21772: 0.6, 21770: 0.4, 25074: 0.3, 18218: 0.3, 62466: 0.2, 62460: 0.2, 14439: 0.1, 18215: 0.0, 11480: 0.0, 9978: 0.0, 23265: 0.0, 17489: 0.0, 27429: 0.0, 20766: 0.0, 33458: 0.0}"
a panel app window with its points,"[25084, 25088, 25089, 52283, 43126, 18289, 53261, 30838, 30846, 44775, 53258, 36074, 67556, 14492, 27510, 14494, 56042, 65148, 65150, 19585]",16.09003009996377,50024,120,50144,"{25084: 1.0, 25088: 1.0, 25089: 1.0, 52283: 0.9, 43126: 0.9, 18289: 0.8, 53261: 0.8, 30838: 0.7, 30846: 0.7, 44775: 0.4, 53258: 0.3, 36074: 0.3, 67556: 0.2, 14492: 0.2, 27510: 0.2, 14494: 0.1, 56042: 0.1, 65148: 0.1, 65150: 0.0, 19585: 0.0}"
"feedback request, whether you like it, with options yes or feedback and emojis","[57478, 434, 56895, 26955, 53376, 36415, 59334, 18829, 13359, 37569, 3306, 52143, 10959, 41581, 31832, 16326, 50202, 63986, 17063, 37485]",25.956977499998175,46988,120,47108,"{57478: 0.9, 434: 0.7, 56895: 0.6, 26955: 0.6, 53376: 0.4, 36415: 0.3, 59334: 0.3, 18829: 0.3, 13359: 0.3, 37569: 0.3, 3306: 0.3, 52143: 0.2, 10959: 0.2, 41581: 0.2, 31832: 0.2, 16326: 0.2, 50202: 0.2, 63986: 0.1, 17063: 0.0, 37485: 0.0}"
best food recipes,"[45732, 43424, 14226, 21272, 8167, 8047, 56496, 42422, 6391, 9269, 14275, 68771, 9271, 42421, 65091, 31441, 60609, 60611, 60614, 13722]",20.2425967999734,48316,120,48436,"{45732: 1.0, 43424: 1.0, 14226: 1.0, 21272: 0.9, 8167: 0.9, 8047: 0.9, 56496: 0.9, 42422: 0.9, 6391: 0.9, 9269: 0.9, 14275: 0.8, 68771: 0.8, 9271: 0.8, 42421: 0.8, 65091: 0.7, 31441: 0.7, 60609: 0.3, 60611: 0.3, 60614: 0.1, 13722: 0.0}"
privacy policy with types of collected information,"[8453, 68681, 66512, 56471, 44388, 8017, 32518, 11203, 48852, 11824, 51365, 17729, 37511, 65805, 8573, 60480, 20727, 44917, 11497, 12607]",13.954848900029901,45180,120,45300,"{8453: 1.0, 68681: 0.9, 66512: 0.8, 56471: 0.7, 44388: 0.7, 8017: 0.6, 32518: 0.6, 11203: 0.6, 48852: 0.6, 11824: 0.4, 51365: 0.4, 17729: 0.3, 37511: 0.3, 65805: 0.3, 8573: 0.2, 60480: 0.2, 20727: 0.1, 44917: 0.0, 11497: 0.0, 12607: 0.0}"
podcast episode screen with download option,"[3560, 3558, 63188, 37191, 37196, 3553, 488, 5073, 3552, 3568, 55389, 37192, 500, 26032, 5069, 495, 34363, 4313, 4315, 5068]",27.64858280000044,37100,120,37220,"{3560: 1.0, 3558: 1.0, 63188: 1.0, 37191: 0.9, 37196: 0.9, 3553: 0.8, 488: 0.8, 5073: 0.7, 3552: 0.7, 3568: 0.6, 55389: 0.6, 37192: 0.3, 500: 0.3, 26032: 0.2, 5069: 0.2, 495: 0.1, 34363: 0.1, 4313: 0.0, 4315: 0.0, 5068: 0.0}"
side panel with share and settings,"[64805, 50471, 53871, 68962, 16251, 50505, 58148, 39596, 69142, 16244, 16250, 16249, 16242, 16253, 16243, 16246, 16247, 8684, 4825, 67254]",19.174138200003654,46772,120,46892,"{64805: 1.0, 50471: 0.9, 53871: 0.9, 68962: 0.8, 16251: 0.8, 50505: 0.7, 58148: 0.7, 39596: 0.7, 69142: 0.4, 16244: 0.4, 16250: 0.3, 16249: 0.3, 16242: 0.3, 16253: 0.3, 16243: 0.3, 16246: 0.2, 16247: 0.2, 8684: 0.1, 4825: 0.1, 67254: 0.0}"
Selection of Doctor's Specialization,"[34401, 71752, 24067, 41119, 2847, 24069, 9138, 65907, 65904, 24078, 65898, 65906, 60471, 65902, 45730, 17225, 27091, 44732, 33768, 69913]",15.965723300003447,48388,120,48508,"{34401: 1.0, 71752: 1.0, 24067: 0.9, 41119: 0.9, 2847: 0.8, 24069: 0.7, 9138: 0.7, 65907: 0.2, 65904: 0.2, 24078: 0.2, 65898: 0.1, 65906: 0.1, 60471: 0.1, 65902: 0.0, 45730: 0.0, 17225: 0.0, 27091: 0.0, 44732: 0.0, 33768: 0.0, 69913: 0.0}"
"tourist app, discover world places, countries and cities","[5728, 9717, 5729, 9718, 54548, 40902, 21671, 14594, 53349, 26245, 62895, 10215, 26257, 54556, 66553, 66552, 44295, 20147, 2794, 46531]",9.952749699994456,38812,120,38932,"{5728: 0.9, 9717: 0.9, 5729: 0.9, 9718: 0.9, 54548: 0.9, 40902: 0.9, 21671: 0.8, 14594: 0.8, 53349: 0.7, 26245: 0.6, 62895: 0.6, 10215: 0.6, 26257: 0.4, 54556: 0.4, 66553: 0.4, 66552: 0.4, 44295: 0.3, 20147: 0.2, 2794: 0.1, 46531: 0.0}"
Media with no search results,"[32286, 15336, 67287, 42463, 42458, 14778, 14775, 42442, 42462, 42434, 42466, 61555, 42453, 26744, 14777, 46601, 42447, 13816, 33825, 71742]",26.61232439999003,46748,120,46868,"{32286: 1.0, 15336: 1.0, 67287: 0.7, 42463: 0.2, 42458: 0.2, 14778: 0.1, 14775: 0.1, 42442: 0.1, 42462: 0.0, 42434: 0.0, 42466: 0.0, 61555: 0.0, 42453: 0.0, 26744: 0.0, 14777: 0.0, 46601: 0.0, 42447: 0.0, 13816: 0.0, 33825: 0.0, 71742: 0.0}"
online dating,"[64832, 17292, 17294, 28655, 14553, 15942, 64058, 56407, 17293, 66461, 50639, 17286, 60172, 69995, 70005, 69989, 17289, 42733, 1281, 42742]",24.45348239998566,46676,120,46796,"{64832: 1.0, 17292: 1.0, 17294: 1.0, 28655: 1.0, 14553: 0.9, 15942: 0.9, 64058: 0.9, 56407: 0.8, 17293: 0.8, 66461: 0.7, 50639: 0.6, 17286: 0.4, 60172: 0.3, 69995: 0.3, 70005: 0.3, 69989: 0.3, 17289: 0.2, 42733: 0.0, 1281: 0.0, 42742: 0.0}"
camera notification message,"[39964, 42512, 62977, 43317, 70963, 70964, 70961, 16080, 69480, 31393, 40065, 71513, 54834, 14188, 3427, 66562, 60264, 2132, 41191, 1628]",11.183604299963918,38620,120,38740,"{39964: 0.8, 42512: 0.6, 62977: 0.5, 43317: 0.5, 70963: 0.5, 70964: 0.5, 70961: 0.4, 16080: 0.3, 69480: 0.3, 31393: 0.2, 40065: 0.2, 71513: 0.2, 54834: 0.1, 14188: 0.1, 3427: 0.1, 66562: 0.1, 60264: 0.1, 2132: 0.0, 41191: 0.0, 1628: 0.0}"
android news website,"[13860, 16515, 16508, 1575, 42541, 15497, 68818, 71379, 33440, 26970, 43061, 11492, 52188, 14879, 25465, 45838, 33438, 14880, 71434, 14878]",14.305837700027041,41852,120,41972,"{13860: 1.0, 16515: 0.9, 16508: 0.9, 1575: 0.9, 42541: 0.8, 15497: 0.7, 68818: 0.7, 71379: 0.6, 33440: 0.3, 26970: 0.3, 43061: 0.2, 11492: 0.2, 52188: 0.1, 14879: 0.1, 25465: 0.1, 45838: 0.1, 33438: 0.1, 14880: 0.0, 71434: 0.0, 14878: 0.0}"
search coffee with location,"[2696, 2705, 2703, 2707, 18449, 53737, 6937, 50622, 47031, 23775, 6938, 13540, 6932, 44819, 57262, 28541, 49193, 49192, 15613, 15615]",17.40423639997607,45108,120,45228,"{2696: 1.0, 2705: 1.0, 2703: 0.9, 2707: 0.9, 18449: 0.9, 53737: 0.8, 6937: 0.7, 50622: 0.6, 47031: 0.6, 23775: 0.4, 6938: 0.3, 13540: 0.3, 6932: 0.3, 44819: 0.3, 57262: 0.2, 28541: 0.2, 49193: 0.1, 49192: 0.1, 15613: 0.1, 15615: 0.0}"
text editing with their options,"[4285, 24726, 23378, 4396, 34993, 16048, 4885, 51704, 12304, 60801, 32308, 53507, 50598, 28277, 2270, 69444, 30360, 40026, 48717, 48723]",14.104390599997714,40280,120,40400,"{4285: 0.9, 24726: 0.8, 23378: 0.8, 4396: 0.7, 34993: 0.7, 16048: 0.7, 4885: 0.6, 51704: 0.3, 12304: 0.3, 60801: 0.3, 32308: 0.2, 53507: 0.2, 50598: 0.1, 28277: 0.1, 2270: 0.1, 69444: 0.1, 30360: 0.1, 40026: 0.1, 48717: 0.0, 48723: 0.0}"
weather application screen's side menu,"[20721, 39597, 31379, 51829, 58147, 69136, 31373, 4825, 17333, 4748, 19225, 17344, 39486, 68438, 56943, 54279, 18041, 39599, 22096, 22104]",21.846337499970105,50004,120,50124,"{20721: 1.0, 39597: 0.9, 31379: 0.8, 51829: 0.7, 58147: 0.6, 69136: 0.6, 31373: 0.5, 4825: 0.4, 17333: 0.4, 4748: 0.3, 19225: 0.3, 17344: 0.3, 39486: 0.3, 68438: 0.3, 56943: 0.3, 54279: 0.3, 18041: 0.2, 39599: 0.2, 22096: 0.1, 22104: 0.0}"
customer complaint service,"[28822, 45328, 5122, 2779, 48828, 31332, 52028, 22829, 3453, 23501, 48522, 42698, 3521, 6942, 47843, 41171, 60454, 14466, 40239, 6930]",16.96292540000286,41852,120,41972,"{28822: 0.9, 45328: 0.9, 5122: 0.8, 2779: 0.8, 48828: 0.7, 31332: 0.7, 52028: 0.6, 22829: 0.4, 3453: 0.4, 23501: 0.3, 48522: 0.3, 42698: 0.2, 3521: 0.2, 6942: 0.1, 47843: 0.1, 41171: 0.1, 60454: 0.1, 14466: 0.1, 40239: 0.1, 6930: 0.1}"
song with the artist picture and pause button,"[71492, 33275, 707, 711, 71490, 29194, 33276, 27043, 29617, 12817, 63179, 44134, 55483, 23291, 33281, 23295, 54783, 33283, 33282, 70393]",22.177494500007015,41972,120,42092,"{71492: 1.0, 33275: 0.9, 707: 0.9, 711: 0.9, 71490: 0.9, 29194: 0.9, 33276: 0.8, 27043: 0.7, 29617: 0.7, 12817: 0.3, 63179: 0.3, 44134: 0.3, 55483: 0.2, 23291: 0.2, 33281: 0.1, 23295: 0.1, 54783: 0.1, 33283: 0.1, 33282: 0.0, 70393: 0.0}"
complete your melody,"[46619, 70783, 50697, 50696, 38103, 38102, 23116, 854, 20322, 32262, 32194, 43202, 69703, 36136, 32190, 52112, 13799, 43860, 2071, 65833]",13.4495260999538,40236,120,40356,"{46619: 1.0, 70783: 0.9, 50697: 0.9, 50696: 0.8, 38103: 0.7, 38102: 0.7, 23116: 0.7, 854: 0.5, 20322: 0.3, 32262: 0.3, 32194: 0.2, 43202: 0.2, 69703: 0.2, 36136: 0.1, 32190: 0.1, 52112: 0.1, 13799: 0.1, 43860: 0.0, 2071: 0.0, 65833: 0.0}"
Genesis + Book + Android,"[11820, 11815, 34374, 62592, 27400, 45335, 28508, 45340, 44576, 6383, 29546, 40933, 40924, 40929, 16684, 22200, 22202, 3912, 6389, 3909]",19.866386500012595,41900,120,42020,"{11820: 1.0, 11815: 1.0, 34374: 1.0, 62592: 0.9, 27400: 0.9, 45335: 0.9, 28508: 0.9, 45340: 0.8, 44576: 0.8, 6383: 0.4, 29546: 0.4, 40933: 0.3, 40924: 0.3, 40929: 0.3, 16684: 0.3, 22200: 0.2, 22202: 0.2, 3912: 0.2, 6389: 0.2, 3909: 0.1}"
Different Language choice keypad,"[45339, 70112, 19767, 3441, 43322, 8986, 60557, 3432, 8977, 42980, 12738, 8976, 12740, 62582, 50948, 5816, 57308, 70977, 68329, 65888]",11.825072800042108,41876,120,41996,"{45339: 0.9, 70112: 0.9, 19767: 0.7, 3441: 0.3, 43322: 0.3, 8986: 0.3, 60557: 0.3, 3432: 0.3, 8977: 0.3, 42980: 0.2, 12738: 0.2, 8976: 0.2, 12740: 0.1, 62582: 0.1, 50948: 0.1, 5816: 0.1, 57308: 0.0, 70977: 0.0, 68329: 0.0, 65888: 0.0}"
menu providing different buttons to change the settings and to get more information,"[68952, 51275, 1380, 16204, 1671, 25027, 29729, 45304, 5706, 67334, 36064, 50593, 60360, 40104, 50241, 41333, 21573, 60624, 66979, 23123]",14.085751799982972,40476,120,40596,"{68952: 1.0, 51275: 0.9, 1380: 0.9, 16204: 0.9, 1671: 0.8, 25027: 0.8, 29729: 0.7, 45304: 0.7, 5706: 0.6, 67334: 0.5, 36064: 0.5, 50593: 0.4, 60360: 0.4, 40104: 0.4, 50241: 0.3, 41333: 0.3, 21573: 0.3, 60624: 0.3, 66979: 0.2, 23123: 0.2}"
live breaking news video with another top stories article and video,"[68520, 32890, 3322, 26446, 37498, 71210, 68527, 3319, 37740, 37741, 5238, 56755, 16808, 30709, 24015, 28430, 49053, 63264, 803, 16087]",14.993330499972217,40428,120,40548,"{68520: 0.9, 32890: 0.9, 3322: 0.9, 26446: 0.8, 37498: 0.7, 71210: 0.6, 68527: 0.6, 3319: 0.4, 37740: 0.3, 37741: 0.3, 5238: 0.3, 56755: 0.2, 16808: 0.2, 30709: 0.1, 24015: 0.1, 28430: 0.0, 49053: 0.0, 63264: 0.0, 803: 0.0, 16087: 0.0}"
Weekday digest for meal planning,"[6044, 29388, 66540, 66527, 66544, 5270, 29390, 5262, 5267, 66532, 5265, 5260, 48751, 3450, 15688, 48742, 4834, 4316, 4842, 4833]",17.439510700001847,43540,120,43660,"{6044: 0.9, 29388: 0.9, 66540: 0.8, 66527: 0.8, 66544: 0.8, 5270: 0.7, 29390: 0.7, 5262: 0.6, 5267: 0.6, 66532: 0.6, 5265: 0.5, 5260: 0.5, 48751: 0.2, 3450: 0.1, 15688: 0.1, 48742: 0.0, 4834: 0.0, 4316: 0.0, 4842: 0.0, 4833: 0.0}"
Buy atlanta falcons jersey,"[23356, 23355, 7591, 7593, 43251, 43110, 7590, 21302, 17404, 36628, 59069, 17533, 17522, 25062, 62503, 40660, 32411, 19720, 17828, 49463]",13.958356799965259,38692,120,38812,"{23356: 1.0, 23355: 0.9, 7591: 0.8, 7593: 0.7, 43251: 0.7, 43110: 0.3, 7590: 0.2, 21302: 0.1, 17404: 0.1, 36628: 0.1, 59069: 0.1, 17533: 0.0, 17522: 0.0, 25062: 0.0, 62503: 0.0, 40660: 0.0, 32411: 0.0, 19720: 0.0, 17828: 0.0, 49463: 0.0}"
Sidebar with homepage and other options,"[55494, 55492, 55493, 17057, 3573, 17819, 36460, 30733, 41355, 30941, 37795, 18457, 67553, 30463, 45615, 48902, 18455, 67561, 37797, 67559]",15.763586600020062,41924,120,42044,"{55494: 1.0, 55492: 1.0, 55493: 0.9, 17057: 0.9, 3573: 0.8, 17819: 0.8, 36460: 0.7, 30733: 0.7, 41355: 0.7, 30941: 0.6, 37795: 0.3, 18457: 0.3, 67553: 0.3, 30463: 0.3, 45615: 0.2, 48902: 0.2, 18455: 0.2, 67561: 0.1, 37797: 0.0, 67559: 0.0}"
video show of a tattoo,"[51384, 51375, 26674, 60585, 21753, 26675, 60584, 31044, 37741, 46964, 23419, 46962, 28985, 70826, 12687, 28986, 70825, 28430, 28979, 60587]",17.432843199989293,45132,120,45252,"{51384: 0.9, 51375: 0.7, 26674: 0.5, 60585: 0.4, 21753: 0.4, 26675: 0.4, 60584: 0.3, 31044: 0.3, 37741: 0.2, 46964: 0.1, 23419: 0.1, 46962: 0.1, 28985: 0.1, 70826: 0.1, 12687: 0.0, 28986: 0.0, 70825: 0.0, 28430: 0.0, 28979: 0.0, 60587: 0.0}"
Country code listing,"[7300, 37446, 70727, 33194, 7952, 7953, 51324, 67583, 63633, 4238, 4243, 69254, 63630, 69267, 69258, 20638, 69277, 24220, 20640, 69265]",15.281716400000732,45084,120,45204,"{7300: 1.0, 37446: 1.0, 70727: 1.0, 33194: 0.7, 7952: 0.6, 7953: 0.6, 51324: 0.1, 67583: 0.0, 63633: 0.0, 4238: 0.0, 4243: 0.0, 69254: 0.0, 63630: 0.0, 69267: 0.0, 69258: 0.0, 20638: 0.0, 69277: 0.0, 24220: 0.0, 20640: 0.0, 69265: 0.0}"
"book reader with ""Become a Member"" button","[40696, 40693, 6289, 6290, 7191, 59341, 13010, 12997, 50327, 1078, 52619, 40932, 40930, 13003, 52623, 13004, 13012, 5606, 70606, 50967]",19.057785899960436,48460,120,48580,"{40696: 1.0, 40693: 1.0, 6289: 0.7, 6290: 0.7, 7191: 0.6, 59341: 0.3, 13010: 0.2, 12997: 0.2, 50327: 0.2, 1078: 0.1, 52619: 0.1, 40932: 0.1, 40930: 0.1, 13003: 0.0, 52623: 0.0, 13004: 0.0, 13012: 0.0, 5606: 0.0, 70606: 0.0, 50967: 0.0}"
choise of interest,"[5725, 9292, 1627, 62106, 50321, 31261, 31253, 10113, 2849, 2194, 64828, 62104, 62098, 66380, 9281, 9286, 9398, 65473, 47712, 66440]",12.965391999983694,40260,120,40380,"{5725: 1.0, 9292: 1.0, 1627: 1.0, 62106: 1.0, 50321: 1.0, 31261: 0.9, 31253: 0.9, 10113: 0.9, 2849: 0.9, 2194: 0.7, 64828: 0.7, 62104: 0.6, 62098: 0.6, 66380: 0.3, 9281: 0.3, 9286: 0.3, 9398: 0.3, 65473: 0.1, 47712: 0.1, 66440: 0.0}"
Healthy Food options to add in daily Plan,"[13727, 55222, 66527, 29389, 66538, 66544, 30133, 8328, 60609, 13173, 19171, 60611, 60613, 30246, 13722, 66532, 41103, 57637, 57626, 71635]",26.932881799992174,48436,120,48556,"{13727: 1.0, 55222: 0.9, 66527: 0.8, 29389: 0.7, 66538: 0.7, 66544: 0.7, 30133: 0.3, 8328: 0.3, 60609: 0.3, 13173: 0.2, 19171: 0.2, 60611: 0.2, 60613: 0.2, 30246: 0.1, 13722: 0.1, 66532: 0.1, 41103: 0.0, 57637: 0.0, 57626: 0.0, 71635: 0.0}"
Chinese salad recipes,"[14279, 8167, 70038, 60444, 43427, 6395, 917, 25399, 43431, 10057, 59930, 10064, 29838, 56501, 12314, 30057, 59014, 43426, 59927, 17378]",16.50063169997884,45084,120,45204,"{14279: 0.7, 8167: 0.6, 70038: 0.4, 60444: 0.4, 43427: 0.3, 6395: 0.3, 917: 0.3, 25399: 0.2, 43431: 0.2, 10057: 0.2, 59930: 0.2, 10064: 0.1, 29838: 0.1, 56501: 0.1, 12314: 0.0, 30057: 0.0, 59014: 0.0, 43426: 0.0, 59927: 0.0, 17378: 0.0}"
