query,gui_ranking,rerank_time_seconds,input_tokens,output_tokens,total_tokens,id_score_map
near  important places,"[61696, 33755, 9834, 12394, 66553, 3370, 9909, 47302, 12189, 40678, 68289, 8575, 66552, 20146, 15689, 20147, 52949, 7384, 62260, 69000]",5.5145283000019845,3616,120,3736,"{61696: 1.0, 33755: 0.9, 9834: 0.9, 12394: 0.9, 66553: 0.8, 3370: 0.8, 9909: 0.8, 47302: 0.8, 12189: 0.7, 40678: 0.7, 68289: 0.6, 8575: 0.6, 66552: 0.5, 20146: 0.4, 15689: 0.4, 20147: 0.3, 52949: 0.3, 7384: 0.3, 62260: 0.2, 69000: 0.0}"
video editor,"[27482, 60343, 63266, 27481, 16, 60347, 60346, 27485, 63264, 53012, 34997, 27484, 14191, 63717, 13339, 37560, 52864, 37568, 47530, 3789]",5.763872000003175,3198,120,3318,"{27482: 1.0, 60343: 1.0, 63266: 1.0, 27481: 0.9, 16: 0.9, 60347: 0.8, 60346: 0.7, 27485: 0.6, 63264: 0.4, 53012: 0.3, 34997: 0.2, 27484: 0.2, 14191: 0.1, 63717: 0.1, 13339: 0.0, 37560: 0.0, 52864: 0.0, 37568: 0.0, 47530: 0.0, 3789: 0.0}"
sports news overview,"[21660, 20718, 8775, 25066, 19082, 57889, 10803, 57896, 44253, 48736, 33717, 8522, 55542, 55540, 10428, 25989, 5907, 55534, 44257, 21900]",4.269749899998715,3614,120,3734,"{21660: 1.0, 20718: 1.0, 8775: 0.9, 25066: 0.6, 19082: 0.4, 57889: 0.4, 10803: 0.3, 57896: 0.2, 44253: 0.1, 48736: 0.1, 33717: 0.1, 8522: 0.0, 55542: 0.0, 55540: 0.0, 10428: 0.0, 25989: 0.0, 5907: 0.0, 55534: 0.0, 44257: 0.0, 21900: 0.0}"
Advertisment of FedEx,"[28977, 28977, 28977, 57903, 57901, 57899, 57900, 57898, 10569, 39664, 68224, 14416, 24191, 72218, 24189, 24194, 24187, 24186, 24185, 24184]",5.231245200004196,3607,120,3727,"{28977: 1.0, 57903: 0.2, 57901: 0.1, 57899: 0.1, 57900: 0.1, 57898: 0.0, 10569: 0.0, 39664: 0.0, 68224: 0.0, 14416: 0.0, 24191: 0.0, 72218: 0.0, 24189: 0.0, 24194: 0.0, 24187: 0.0, 24186: 0.0, 24185: 0.0, 24184: 0.0}"
Most demanded news and article,"[56396, 20344, 15775, 41495, 56393, 37324, 15776, 67984, 7957, 37326, 279, 36173, 29144, 7959, 5184, 1558, 2850, 2856, 56394, 16503]",5.216006299997389,4043,120,4163,"{56396: 0.9, 20344: 0.9, 15775: 0.9, 41495: 0.9, 56393: 0.8, 37324: 0.8, 15776: 0.8, 67984: 0.8, 7957: 0.7, 37326: 0.7, 279: 0.6, 36173: 0.6, 29144: 0.5, 7959: 0.5, 5184: 0.4, 1558: 0.4, 2850: 0.4, 2856: 0.4, 56394: 0.3, 16503: 0.3}"
Tabs for exams and grading,"[49646, 49647, 69218, 70467, 63517, 63515, 66048, 43151, 35270, 6452, 70485, 22375, 27578, 70483, 27586, 28136, 66237, 42245, 59312, 52136]",4.464658299999428,3607,120,3727,"{49646: 1.0, 49647: 1.0, 69218: 1.0, 70467: 0.9, 63517: 0.8, 63515: 0.8, 66048: 0.7, 43151: 0.7, 35270: 0.7, 6452: 0.7, 70485: 0.6, 22375: 0.6, 27578: 0.6, 70483: 0.4, 27586: 0.3, 28136: 0.3, 66237: 0.1, 42245: 0.0, 59312: 0.0, 52136: 0.0}"
List Item with Tab Color,"[67394, 33037, 15176, 34177, 64210, 64203, 6671, 42872, 26169, 60064, 55357, 72138, 1195, 1959, 52235, 72139, 1190, 1201, 65514, 1192]",4.94263189999765,3430,120,3550,"{67394: 0.9, 33037: 0.7, 15176: 0.7, 34177: 0.7, 64210: 0.4, 64203: 0.4, 6671: 0.3, 42872: 0.3, 26169: 0.2, 60064: 0.2, 55357: 0.2, 72138: 0.2, 1195: 0.1, 1959: 0.1, 52235: 0.1, 72139: 0.1, 1190: 0.1, 1201: 0.1, 65514: 0.1, 1192: 0.0}"
learning and play piano online,"[50056, 47226, 35079, 69231, 32132, 27261, 71074, 66742, 39479, 19219, 11744, 32139, 60569, 28365, 35826, 35469, 54361, 58940, 32130, 31170]",5.546582700000727,3517,120,3637,"{50056: 0.9, 47226: 0.7, 35079: 0.6, 69231: 0.5, 32132: 0.4, 27261: 0.4, 71074: 0.3, 66742: 0.3, 39479: 0.3, 19219: 0.2, 11744: 0.2, 32139: 0.1, 60569: 0.1, 28365: 0.1, 35826: 0.1, 35469: 0.1, 54361: 0.1, 58940: 0.1, 32130: 0.1, 31170: 0.0}"
Sign-in with Facebook data in which name or email address included,"[36127, 12171, 58933, 58921, 53687, 66551, 12896, 63986, 45308, 37145, 33548, 36900, 8660, 64586, 29607, 50091, 55575, 38578, 55571, 45119]",4.937234699995315,3447,120,3567,"{36127: 1.0, 12171: 0.9, 58933: 0.7, 58921: 0.7, 53687: 0.3, 66551: 0.3, 12896: 0.3, 63986: 0.2, 45308: 0.2, 37145: 0.2, 33548: 0.1, 36900: 0.1, 8660: 0.1, 64586: 0.1, 29607: 0.0, 50091: 0.0, 55575: 0.0, 38578: 0.0, 55571: 0.0, 45119: 0.0}"
Information screen to add a tabatas in a tabatas list app,"[37261, 49331, 49328, 39361, 39356, 49330, 46524, 66979, 10622, 29729, 61110, 41333, 8653, 71653, 57846, 41306, 67334, 43988, 66025, 29727]",4.525051299999177,3809,120,3929,"{37261: 1.0, 49331: 0.9, 49328: 0.7, 39361: 0.6, 39356: 0.5, 49330: 0.2, 46524: 0.2, 66979: 0.1, 10622: 0.1, 29729: 0.1, 61110: 0.0, 41333: 0.0, 8653: 0.0, 71653: 0.0, 57846: 0.0, 41306: 0.0, 67334: 0.0, 43988: 0.0, 66025: 0.0, 29727: 0.0}"
Review with description,"[33340, 48526, 45100, 26201, 49879, 35794, 70325, 33086, 55005, 70081, 40724, 8171, 48072, 70078, 48065, 48066, 48008, 27677, 45577, 23767]",4.33566140000039,3753,120,3873,"{33340: 1.0, 48526: 1.0, 45100: 1.0, 26201: 0.9, 49879: 0.9, 35794: 0.9, 70325: 0.9, 33086: 0.8, 55005: 0.8, 70081: 0.8, 40724: 0.7, 8171: 0.7, 48072: 0.6, 70078: 0.4, 48065: 0.3, 48066: 0.3, 48008: 0.3, 27677: 0.2, 45577: 0.2, 23767: 0.1}"
NBC news,"[52375, 14239, 68875, 2199, 68878, 43825, 37011, 47616, 5202, 66596, 54133, 17577, 17574, 41777, 41778, 41779, 47623, 38418, 66586, 68884]",7.381123400002252,3919,120,4039,"{52375: 1.0, 14239: 1.0, 68875: 1.0, 2199: 0.6, 68878: 0.4, 43825: 0.3, 37011: 0.3, 47616: 0.2, 5202: 0.2, 66596: 0.2, 54133: 0.2, 17577: 0.1, 17574: 0.1, 41777: 0.0, 41778: 0.0, 41779: 0.0, 47623: 0.0, 38418: 0.0, 66586: 0.0, 68884: 0.0}"
starting screen of Amino,"[59942, 10274, 10648, 28260, 41430, 48501, 47327, 52920, 30214, 24606, 30211, 2018, 70181, 70183, 53935, 10273, 70178, 119, 70191, 44996]",4.952014700000291,3788,120,3908,"{59942: 1.0, 10274: 1.0, 10648: 1.0, 28260: 0.9, 41430: 0.7, 48501: 0.7, 47327: 0.7, 52920: 0.7, 30214: 0.6, 24606: 0.5, 30211: 0.3, 2018: 0.1, 70181: 0.1, 70183: 0.0, 53935: 0.0, 10273: 0.0, 70178: 0.0, 119: 0.0, 70191: 0.0, 44996: 0.0}"
income and expenses reports,"[26054, 43700, 67407, 55790, 31134, 49399, 43696, 8305, 35874, 64189, 49566, 43716, 35892, 64802, 67405, 20843, 26056, 67411, 53341, 43708]",4.281809399995836,4087,120,4207,"{26054: 1.0, 43700: 1.0, 67407: 0.9, 55790: 0.9, 31134: 0.9, 49399: 0.8, 43696: 0.8, 8305: 0.7, 35874: 0.7, 64189: 0.7, 49566: 0.6, 43716: 0.6, 35892: 0.6, 64802: 0.5, 67405: 0.4, 20843: 0.3, 26056: 0.2, 67411: 0.2, 53341: 0.1, 43708: 0.1}"
"Delivery details input boxes for address and buttons for home, work or other","[66919, 50090, 66923, 51940, 50930, 51942, 66920, 51945, 28235, 2005, 62030, 43208, 59549, 15866, 33699, 56435, 4964, 24688, 12061, 14913]",3.8434628000031807,3708,120,3828,"{66919: 1.0, 50090: 1.0, 66923: 0.9, 51940: 0.9, 50930: 0.9, 51942: 0.8, 66920: 0.7, 51945: 0.7, 28235: 0.7, 2005: 0.6, 62030: 0.2, 43208: 0.1, 59549: 0.1, 15866: 0.0, 33699: 0.0, 56435: 0.0, 4964: 0.0, 24688: 0.0, 12061: 0.0, 14913: 0.0}"
a language window with many options,"[70036, 31874, 7653, 21600, 62717, 11371, 1415, 14571, 45874, 2947, 44038, 29111, 23517, 27511, 27510, 65542, 57061, 34535, 19585, 23514]",4.947912299998279,3473,120,3593,"{70036: 1.0, 31874: 1.0, 7653: 0.9, 21600: 0.9, 62717: 0.8, 11371: 0.7, 1415: 0.7, 14571: 0.6, 45874: 0.6, 2947: 0.4, 44038: 0.3, 29111: 0.2, 23517: 0.2, 27511: 0.2, 27510: 0.2, 65542: 0.2, 57061: 0.1, 34535: 0.1, 19585: 0.0, 23514: 0.0}"
search bar with add a favorite,"[30002, 56670, 69261, 25074, 62466, 14439, 28957, 21772, 57528, 21770, 62460, 18218, 17489, 27429, 20766, 18215, 11480, 9978, 23265, 33458]",4.19935219999752,3792,120,3912,"{30002: 1.0, 56670: 1.0, 69261: 0.9, 25074: 0.8, 62466: 0.7, 14439: 0.7, 28957: 0.7, 21772: 0.6, 57528: 0.6, 21770: 0.5, 62460: 0.3, 18218: 0.2, 17489: 0.1, 27429: 0.1, 20766: 0.1, 18215: 0.0, 11480: 0.0, 9978: 0.0, 23265: 0.0, 33458: 0.0}"
a panel app window with its points,"[25084, 25089, 25088, 53261, 52283, 53258, 18289, 30838, 43126, 67556, 30846, 27510, 65150, 14494, 36074, 14492, 44775, 56042, 65148, 19585]",4.193684999998368,3659,120,3779,"{25084: 1.0, 25089: 1.0, 25088: 0.8, 53261: 0.8, 52283: 0.7, 53258: 0.6, 18289: 0.6, 30838: 0.3, 43126: 0.3, 67556: 0.2, 30846: 0.2, 27510: 0.2, 65150: 0.1, 14494: 0.1, 36074: 0.1, 14492: 0.1, 44775: 0.1, 56042: 0.1, 65148: 0.1, 19585: 0.0}"
"feedback request, whether you like it, with options yes or feedback and emojis","[57478, 434, 3306, 56895, 50202, 10959, 13359, 53376, 59334, 36415, 18829, 41581, 52143, 31832, 16326, 26955, 37569, 63986, 17063, 37485]",4.7769441999989795,3423,120,3543,"{57478: 0.9, 434: 0.9, 3306: 0.8, 56895: 0.7, 50202: 0.7, 10959: 0.6, 13359: 0.6, 53376: 0.6, 59334: 0.5, 36415: 0.4, 18829: 0.4, 41581: 0.4, 52143: 0.3, 31832: 0.3, 16326: 0.3, 26955: 0.3, 37569: 0.1, 63986: 0.1, 17063: 0.0, 37485: 0.0}"
best food recipes,"[42422, 43424, 45732, 56496, 14226, 21272, 8167, 8047, 65091, 31441, 42421, 6391, 14275, 9269, 68771, 9271, 60611, 60609, 60614, 13722]",4.032891100003326,3474,120,3594,"{42422: 1.0, 43424: 1.0, 45732: 0.9, 56496: 0.9, 14226: 0.9, 21272: 0.8, 8167: 0.7, 8047: 0.7, 65091: 0.7, 31441: 0.7, 42421: 0.7, 6391: 0.7, 14275: 0.6, 9269: 0.6, 68771: 0.5, 9271: 0.5, 60611: 0.5, 60609: 0.3, 60614: 0.2, 13722: 0.0}"
privacy policy with types of collected information,"[8453, 68681, 44388, 48852, 11203, 8017, 32518, 56471, 37511, 65805, 66512, 11824, 60480, 51365, 17729, 20727, 8573, 11497, 44917, 12607]",4.271781900002679,3714,120,3834,"{8453: 1.0, 68681: 0.9, 44388: 0.9, 48852: 0.9, 11203: 0.8, 8017: 0.7, 32518: 0.7, 56471: 0.7, 37511: 0.7, 65805: 0.7, 66512: 0.6, 11824: 0.6, 60480: 0.6, 51365: 0.5, 17729: 0.4, 20727: 0.4, 8573: 0.3, 11497: 0.1, 44917: 0.0, 12607: 0.0}"
podcast episode screen with download option,"[3553, 3560, 3552, 5069, 5073, 3558, 3568, 488, 63188, 37192, 500, 37191, 37196, 55389, 26032, 495, 5068, 34363, 4315, 4313]",4.679454500001157,3831,120,3951,"{3553: 1.0, 3560: 0.9, 3552: 0.9, 5069: 0.9, 5073: 0.8, 3558: 0.7, 3568: 0.7, 488: 0.7, 63188: 0.7, 37192: 0.6, 500: 0.6, 37191: 0.5, 37196: 0.5, 55389: 0.5, 26032: 0.4, 495: 0.4, 5068: 0.3, 34363: 0.2, 4315: 0.1, 4313: 0.0}"
side panel with share and settings,"[64805, 58148, 50471, 16251, 50505, 68962, 16253, 16243, 16249, 16242, 53871, 16244, 16250, 16247, 39596, 16246, 4825, 69142, 8684, 67254]",4.5163205999997444,3617,120,3737,"{64805: 0.9, 58148: 0.9, 50471: 0.9, 16251: 0.9, 50505: 0.8, 68962: 0.8, 16253: 0.8, 16243: 0.8, 16249: 0.7, 16242: 0.6, 53871: 0.6, 16244: 0.5, 16250: 0.4, 16247: 0.4, 39596: 0.4, 16246: 0.3, 4825: 0.3, 69142: 0.2, 8684: 0.1, 67254: 0.0}"
Selection of Doctor's Specialization,"[34401, 41119, 24067, 71752, 9138, 24069, 2847, 24078, 60471, 65907, 65904, 65906, 65898, 17225, 44732, 65902, 45730, 27091, 33768, 69913]",4.426966500002891,3788,120,3908,"{34401: 1.0, 41119: 1.0, 24067: 0.9, 71752: 0.8, 9138: 0.7, 24069: 0.6, 2847: 0.5, 24078: 0.3, 60471: 0.3, 65907: 0.2, 65904: 0.2, 65906: 0.2, 65898: 0.1, 17225: 0.1, 44732: 0.1, 65902: 0.0, 45730: 0.0, 27091: 0.0, 33768: 0.0, 69913: 0.0}"
"tourist app, discover world places, countries and cities","[5728, 5729, 21671, 54548, 14594, 9718, 40902, 9717, 66552, 26245, 66553, 26257, 54556, 62895, 10215, 53349, 44295, 46531, 2794, 20147]",4.816633599999477,3346,120,3466,"{5728: 1.0, 5729: 1.0, 21671: 0.9, 54548: 0.9, 14594: 0.9, 9718: 0.8, 40902: 0.8, 9717: 0.7, 66552: 0.7, 26245: 0.5, 66553: 0.5, 26257: 0.4, 54556: 0.4, 62895: 0.4, 10215: 0.4, 53349: 0.3, 44295: 0.3, 46531: 0.1, 2794: 0.1, 20147: 0.1}"
Media with no search results,"[15336, 32286, 61555, 42463, 33825, 42453, 42442, 42458, 42462, 42434, 42466, 14778, 14775, 14777, 42447, 13816, 67287, 26744, 46601, 71742]",4.064090599997144,3356,120,3476,"{15336: 1.0, 32286: 0.9, 61555: 0.7, 42463: 0.3, 33825: 0.3, 42453: 0.2, 42442: 0.2, 42458: 0.2, 42462: 0.1, 42434: 0.1, 42466: 0.1, 14778: 0.1, 14775: 0.1, 14777: 0.1, 42447: 0.1, 13816: 0.1, 67287: 0.1, 26744: 0.0, 46601: 0.0, 71742: 0.0}"
online dating,"[64832, 15942, 17292, 28655, 14553, 64058, 17293, 17286, 50639, 56407, 66461, 17289, 17294, 69995, 70005, 60172, 69989, 42733, 1281, 42742]",7.132617700000992,3405,120,3525,"{64832: 1.0, 15942: 1.0, 17292: 1.0, 28655: 1.0, 14553: 0.9, 64058: 0.9, 17293: 0.9, 17286: 0.7, 50639: 0.7, 56407: 0.7, 66461: 0.7, 17289: 0.6, 17294: 0.6, 69995: 0.4, 70005: 0.3, 60172: 0.2, 69989: 0.2, 42733: 0.0, 1281: 0.0, 42742: 0.0}"
camera notification message,"[62977, 70961, 43317, 16080, 14188, 70963, 70964, 2132, 42512, 39964, 31393, 69480, 54834, 71513, 41191, 40065, 3427, 66562, 60264, 1628]",5.67805710000539,3503,120,3623,"{62977: 0.9, 70961: 0.9, 43317: 0.8, 16080: 0.7, 14188: 0.7, 70963: 0.7, 70964: 0.7, 2132: 0.7, 42512: 0.5, 39964: 0.4, 31393: 0.4, 69480: 0.3, 54834: 0.2, 71513: 0.2, 41191: 0.2, 40065: 0.1, 3427: 0.1, 66562: 0.1, 60264: 0.1, 1628: 0.0}"
android news website,"[13860, 16508, 16515, 1575, 15497, 42541, 71379, 68818, 52188, 33440, 26970, 43061, 71434, 11492, 14880, 14879, 14878, 45838, 33438, 25465]",4.600509700001567,3952,120,4072,"{13860: 1.0, 16508: 1.0, 16515: 0.9, 1575: 0.9, 15497: 0.7, 42541: 0.7, 71379: 0.6, 68818: 0.6, 52188: 0.3, 33440: 0.3, 26970: 0.3, 43061: 0.2, 71434: 0.2, 11492: 0.2, 14880: 0.1, 14879: 0.1, 14878: 0.1, 45838: 0.1, 33438: 0.1, 25465: 0.0}"
search coffee with location,"[2696, 2705, 2707, 2703, 18449, 28541, 53737, 6937, 50622, 47031, 13540, 23775, 44819, 6938, 6932, 57262, 49192, 49193, 15613, 15615]",4.30024019999837,3422,120,3542,"{2696: 1.0, 2705: 1.0, 2707: 1.0, 2703: 0.9, 18449: 0.9, 28541: 0.8, 53737: 0.8, 6937: 0.8, 50622: 0.7, 47031: 0.7, 13540: 0.6, 23775: 0.5, 44819: 0.5, 6938: 0.4, 6932: 0.4, 57262: 0.3, 49192: 0.2, 49193: 0.1, 15613: 0.0, 15615: 0.0}"
text editing with their options,"[4285, 4396, 12304, 51704, 34993, 23378, 53507, 16048, 4885, 50598, 60801, 48717, 48723, 28277, 40026, 24726, 32308, 2270, 30360, 69444]",4.3860886999973445,3393,120,3513,"{4285: 1.0, 4396: 0.9, 12304: 0.9, 51704: 0.7, 34993: 0.7, 23378: 0.6, 53507: 0.6, 16048: 0.4, 4885: 0.3, 50598: 0.3, 60801: 0.3, 48717: 0.2, 48723: 0.2, 28277: 0.2, 40026: 0.2, 24726: 0.1, 32308: 0.1, 2270: 0.1, 30360: 0.1, 69444: 0.0}"
weather application screen's side menu,"[51829, 39597, 20721, 31379, 58147, 69136, 22096, 17344, 39486, 68438, 56943, 54279, 17333, 4748, 19225, 31373, 4825, 18041, 39599, 22104]",4.421438199999102,3771,120,3891,"{51829: 1.0, 39597: 0.9, 20721: 0.7, 31379: 0.6, 58147: 0.4, 69136: 0.4, 22096: 0.3, 17344: 0.3, 39486: 0.3, 68438: 0.3, 56943: 0.3, 54279: 0.3, 17333: 0.3, 4748: 0.2, 19225: 0.2, 31373: 0.2, 4825: 0.1, 18041: 0.1, 39599: 0.1, 22104: 0.0}"
customer complaint service,"[28822, 5122, 45328, 48828, 2779, 52028, 31332, 47843, 3453, 23501, 22829, 3521, 6942, 40239, 42698, 41171, 48522, 14466, 6930, 60454]",4.669620000000577,3757,120,3877,"{28822: 1.0, 5122: 0.9, 45328: 0.9, 48828: 0.8, 2779: 0.7, 52028: 0.6, 31332: 0.6, 47843: 0.4, 3453: 0.4, 23501: 0.3, 22829: 0.3, 3521: 0.3, 6942: 0.2, 40239: 0.2, 42698: 0.1, 41171: 0.1, 48522: 0.1, 14466: 0.1, 6930: 0.1, 60454: 0.0}"
song with the artist picture and pause button,"[33275, 71492, 707, 29194, 27043, 711, 71490, 33276, 29617, 63179, 44134, 54783, 55483, 12817, 33281, 33283, 33282, 23295, 23291, 70393]",5.1598159999994095,3732,120,3852,"{33275: 1.0, 71492: 1.0, 707: 0.9, 29194: 0.9, 27043: 0.7, 711: 0.7, 71490: 0.7, 33276: 0.7, 29617: 0.6, 63179: 0.5, 44134: 0.5, 54783: 0.4, 55483: 0.3, 12817: 0.3, 33281: 0.2, 33283: 0.2, 33282: 0.2, 23295: 0.1, 23291: 0.1, 70393: 0.1}"
complete your melody,"[46619, 70783, 50696, 854, 38103, 38102, 23116, 43202, 69703, 32262, 32190, 13799, 50697, 32194, 52112, 20322, 65833, 36136, 43860, 2071]",4.5020053000043845,3520,120,3640,"{46619: 1.0, 70783: 0.9, 50696: 0.9, 854: 0.8, 38103: 0.6, 38102: 0.6, 23116: 0.4, 43202: 0.3, 69703: 0.3, 32262: 0.3, 32190: 0.2, 13799: 0.2, 50697: 0.2, 32194: 0.1, 52112: 0.1, 20322: 0.1, 65833: 0.1, 36136: 0.0, 43860: 0.0, 2071: 0.0}"
Genesis + Book + Android,"[62592, 11820, 34374, 45335, 45340, 11815, 28508, 27400, 40929, 44576, 16684, 29546, 6383, 22202, 3912, 6389, 40924, 3909, 22200, 40933]",4.778618500000448,3591,120,3711,"{62592: 1.0, 11820: 1.0, 34374: 1.0, 45335: 1.0, 45340: 0.9, 11815: 0.9, 28508: 0.8, 27400: 0.7, 40929: 0.7, 44576: 0.7, 16684: 0.6, 29546: 0.6, 6383: 0.5, 22202: 0.3, 3912: 0.3, 6389: 0.3, 40924: 0.2, 3909: 0.2, 22200: 0.1, 40933: 0.1}"
Different Language choice keypad,"[45339, 70112, 3432, 8977, 3441, 43322, 60557, 19767, 5816, 12738, 8976, 42980, 62582, 8986, 50948, 68329, 12740, 57308, 70977, 65888]",4.560960599999817,3467,120,3587,"{45339: 0.9, 70112: 0.9, 3432: 0.9, 8977: 0.9, 3441: 0.7, 43322: 0.7, 60557: 0.7, 19767: 0.6, 5816: 0.4, 12738: 0.3, 8976: 0.3, 42980: 0.2, 62582: 0.2, 8986: 0.2, 50948: 0.2, 68329: 0.2, 12740: 0.1, 57308: 0.1, 70977: 0.1, 65888: 0.1}"
menu providing different buttons to change the settings and to get more information,"[68952, 51275, 25027, 1380, 16204, 1671, 29729, 45304, 67334, 50593, 66979, 5706, 36064, 60624, 50241, 41333, 21573, 40104, 60360, 23123]",4.132434099999955,3365,120,3485,"{68952: 1.0, 51275: 1.0, 25027: 1.0, 1380: 0.9, 16204: 0.9, 1671: 0.7, 29729: 0.7, 45304: 0.7, 67334: 0.6, 50593: 0.6, 66979: 0.4, 5706: 0.4, 36064: 0.3, 60624: 0.3, 50241: 0.2, 41333: 0.2, 21573: 0.2, 40104: 0.2, 60360: 0.1, 23123: 0.1}"
live breaking news video with another top stories article and video,"[68520, 32890, 3322, 26446, 37498, 3319, 68527, 71210, 37741, 56755, 24015, 5238, 37740, 16808, 16087, 30709, 63264, 28430, 49053, 803]",4.894228199998906,3706,120,3826,"{68520: 1.0, 32890: 1.0, 3322: 1.0, 26446: 0.9, 37498: 0.9, 3319: 0.8, 68527: 0.7, 71210: 0.6, 37741: 0.5, 56755: 0.3, 24015: 0.3, 5238: 0.3, 37740: 0.2, 16808: 0.2, 16087: 0.2, 30709: 0.1, 63264: 0.1, 28430: 0.0, 49053: 0.0, 803: 0.0}"
Weekday digest for meal planning,"[6044, 66540, 66527, 5270, 5267, 29388, 66544, 5262, 5265, 66532, 5260, 29390, 15688, 4316, 3450, 48742, 48751, 4834, 4842, 4833]",5.077636399997573,3649,120,3769,"{6044: 0.9, 66540: 0.9, 66527: 0.9, 5270: 0.8, 5267: 0.8, 29388: 0.8, 66544: 0.8, 5262: 0.7, 5265: 0.7, 66532: 0.7, 5260: 0.6, 29390: 0.5, 15688: 0.3, 4316: 0.3, 3450: 0.2, 48742: 0.1, 48751: 0.1, 4834: 0.1, 4842: 0.1, 4833: 0.0}"
Buy atlanta falcons jersey,"[23355, 7591, 7590, 23356, 7593, 43251, 25062, 21302, 43110, 17404, 17533, 17522, 40660, 17828, 62503, 32411, 19720, 36628, 59069, 49463]",6.512157800003479,3723,120,3843,"{23355: 0.9, 7591: 0.9, 7590: 0.9, 23356: 0.8, 7593: 0.7, 43251: 0.7, 25062: 0.6, 21302: 0.5, 43110: 0.5, 17404: 0.2, 17533: 0.1, 17522: 0.1, 40660: 0.1, 17828: 0.1, 62503: 0.0, 32411: 0.0, 19720: 0.0, 36628: 0.0, 59069: 0.0, 49463: 0.0}"
Sidebar with homepage and other options,"[55493, 55494, 55492, 17057, 3573, 17819, 37795, 30733, 41355, 30941, 18455, 45615, 30463, 36460, 18457, 67553, 48902, 37797, 67561, 67559]",4.809188300001551,3529,120,3649,"{55493: 1.0, 55494: 1.0, 55492: 1.0, 17057: 1.0, 3573: 0.9, 17819: 0.9, 37795: 0.7, 30733: 0.7, 41355: 0.7, 30941: 0.5, 18455: 0.5, 45615: 0.4, 30463: 0.4, 36460: 0.3, 18457: 0.3, 67553: 0.3, 48902: 0.3, 37797: 0.2, 67561: 0.2, 67559: 0.1}"
video show of a tattoo,"[51384, 51375, 21753, 26675, 31044, 23419, 37741, 28986, 26674, 60587, 70826, 60584, 60585, 70825, 46962, 46964, 12687, 28985, 28430, 28979]",4.4494518999999855,3417,120,3537,"{51384: 1.0, 51375: 0.9, 21753: 0.7, 26675: 0.7, 31044: 0.6, 23419: 0.6, 37741: 0.6, 28986: 0.5, 26674: 0.4, 60587: 0.4, 70826: 0.4, 60584: 0.3, 60585: 0.2, 70825: 0.2, 46962: 0.2, 46964: 0.1, 12687: 0.1, 28985: 0.1, 28430: 0.0, 28979: 0.0}"
Country code listing,"[7300, 37446, 70727, 7952, 7953, 33194, 67583, 63633, 4238, 4243, 69254, 63630, 69267, 51324, 69258, 20638, 69277, 24220, 20640, 69265]",6.729449400001613,3582,120,3702,"{7300: 1.0, 37446: 1.0, 70727: 1.0, 7952: 0.7, 7953: 0.7, 33194: 0.7, 67583: 0.0, 63633: 0.0, 4238: 0.0, 4243: 0.0, 69254: 0.0, 63630: 0.0, 69267: 0.0, 51324: 0.0, 69258: 0.0, 20638: 0.0, 69277: 0.0, 24220: 0.0, 20640: 0.0, 69265: 0.0}"
"book reader with ""Become a Member"" button","[40696, 40693, 6289, 59341, 6290, 7191, 52619, 5606, 13003, 13010, 40932, 40930, 52623, 12997, 50967, 1078, 13004, 13012, 50327, 70606]",5.93636780000088,3528,120,3648,"{40696: 1.0, 40693: 0.9, 6289: 0.8, 59341: 0.7, 6290: 0.7, 7191: 0.6, 52619: 0.5, 5606: 0.5, 13003: 0.3, 13010: 0.3, 40932: 0.3, 40930: 0.3, 52623: 0.2, 12997: 0.2, 50967: 0.2, 1078: 0.1, 13004: 0.1, 13012: 0.1, 50327: 0.1, 70606: 0.1}"
choise of interest,"[5725, 1627, 31261, 10113, 50321, 2849, 9292, 31253, 62106, 2194, 66380, 62104, 62098, 9281, 9286, 64828, 66440, 65473, 47712, 9398]",4.478915200001211,3557,120,3677,"{5725: 1.0, 1627: 1.0, 31261: 0.9, 10113: 0.9, 50321: 0.9, 2849: 0.9, 9292: 0.8, 31253: 0.7, 62106: 0.7, 2194: 0.7, 66380: 0.4, 62104: 0.3, 62098: 0.3, 9281: 0.2, 9286: 0.2, 64828: 0.2, 66440: 0.1, 65473: 0.1, 47712: 0.1, 9398: 0.1}"
Healthy Food options to add in daily Plan,"[55222, 13727, 66544, 66527, 66538, 66532, 29389, 8328, 19171, 60609, 60611, 60613, 13173, 30133, 30246, 13722, 41103, 57637, 57626, 71635]",4.042023900001368,3444,120,3564,"{55222: 1.0, 13727: 1.0, 66544: 0.9, 66527: 0.8, 66538: 0.8, 66532: 0.8, 29389: 0.7, 8328: 0.7, 19171: 0.6, 60609: 0.6, 60611: 0.6, 60613: 0.6, 13173: 0.5, 30133: 0.4, 30246: 0.3, 13722: 0.2, 41103: 0.1, 57637: 0.1, 57626: 0.0, 71635: 0.0}"
Chinese salad recipes,"[8167, 43431, 14279, 6395, 70038, 56501, 60444, 25399, 29838, 917, 43427, 10064, 59927, 10057, 12314, 59014, 43426, 59930, 30057, 17378]",4.95987310000055,3504,120,3624,"{8167: 0.8, 43431: 0.8, 14279: 0.7, 6395: 0.7, 70038: 0.6, 56501: 0.5, 60444: 0.4, 25399: 0.4, 29838: 0.4, 917: 0.4, 43427: 0.3, 10064: 0.3, 59927: 0.3, 10057: 0.3, 12314: 0.2, 59014: 0.2, 43426: 0.2, 59930: 0.2, 30057: 0.0, 17378: 0.0}"
