query,gui_ranking,rerank_time_seconds,input_tokens,output_tokens,total_tokens,id_score_map
near  important places,"[33755, 20147, 9834, 61696, 20146, 69000, 12189, 66553, 3370, 7384, 47302, 68289, 66552, 40678, 12394, 8575, 52949, 62260, 15689, 9909]",17.71544910001103,70386,134,70520,"{33755: 0.9, 20147: 0.8, 9834: 0.4, 61696: 0.4, 20146: 0.3, 69000: 0.3, 12189: 0.2, 66553: 0.2, 3370: 0.2, 7384: 0.2, 47302: 0.2, 68289: 0.1, 66552: 0.1, 40678: 0.1, 12394: 0.1, 8575: 0.1, 52949: 0.0, 62260: 0.0, 15689: 0.0, 9909: 0.0}"
video editor,"[60343, 27481, 34997, 60347, 27482, 13339, 37560, 14191, 53012, 16, 63266, 63264, 27485, 27484, 52864, 37568, 47530, 60346, 63717, 3789]",11.958928200008813,58063,120,58183,"{60343: 0.9, 27481: 0.8, 34997: 0.8, 60347: 0.8, 27482: 0.3, 13339: 0.2, 37560: 0.2, 14191: 0.2, 53012: 0.2, 16: 0.2, 63266: 0.2, 63264: 0.1, 27485: 0.1, 27484: 0.1, 52864: 0.1, 37568: 0.1, 47530: 0.1, 60346: 0.1, 63717: 0.1, 3789: 0.1}"
sports news overview,"[57889, 20718, 21660, 10803, 19082, 8775, 48736, 44257, 8522, 55542, 55540, 33717, 57896, 55534, 21900, 10428, 25989, 5907, 44253, 25066]",27.62755480001215,62997,127,63124,"{57889: 0.8, 20718: 0.8, 21660: 0.4, 10803: 0.4, 19082: 0.2, 8775: 0.2, 48736: 0.2, 44257: 0.2, 8522: 0.1, 55542: 0.1, 55540: 0.1, 33717: 0.1, 57896: 0.1, 55534: 0.1, 21900: 0.1, 10428: 0.0, 25989: 0.0, 5907: 0.0, 44253: 0.0, 25066: 0.0}"
Advertisment of FedEx,"[57901, 10569, 28977, 57899, 68224, 28977, 28977, 57900, 14416, 72218, 57903, 57898, 39664, 24191, 24189, 24194, 24187, 24186, 24185, 24184]",16.584947099967394,65500,127,65627,"{57901: 0.8, 10569: 0.8, 28977: 0.2, 57899: 0.2, 68224: 0.2, 57900: 0.1, 14416: 0.1, 72218: 0.1, 57903: 0.0, 57898: 0.0, 39664: 0.0, 24191: 0.0, 24189: 0.0, 24194: 0.0, 24187: 0.0, 24186: 0.0, 24185: 0.0, 24184: 0.0}"
Most demanded news and article,"[37324, 56393, 15775, 41495, 29144, 16503, 7957, 5184, 20344, 279, 37326, 67984, 56396, 56394, 2850, 15776, 2856, 36173, 7959, 1558]",14.996651800000109,60590,120,60710,"{37324: 0.8, 56393: 0.4, 15775: 0.4, 41495: 0.4, 29144: 0.3, 16503: 0.3, 7957: 0.2, 5184: 0.2, 20344: 0.2, 279: 0.2, 37326: 0.2, 67984: 0.2, 56396: 0.1, 56394: 0.1, 2850: 0.1, 15776: 0.1, 2856: 0.1, 36173: 0.1, 7959: 0.1, 1558: 0.0}"
Tabs for exams and grading,"[66048, 27578, 49646, 49647, 22375, 70467, 63517, 43151, 63515, 35270, 70483, 70485, 27586, 28136, 42245, 69218, 52136, 66237, 6452, 59312]",12.321328899997752,53225,120,53345,"{66048: 0.9, 27578: 0.9, 49646: 0.8, 49647: 0.8, 22375: 0.8, 70467: 0.7, 63517: 0.4, 43151: 0.4, 63515: 0.4, 35270: 0.4, 70483: 0.3, 70485: 0.2, 27586: 0.2, 28136: 0.2, 42245: 0.2, 69218: 0.2, 52136: 0.2, 66237: 0.1, 6452: 0.1, 59312: 0.1}"
List Item with Tab Color,"[67394, 1195, 72139, 1959, 1201, 55357, 6671, 64210, 26169, 64203, 60064, 33037, 52235, 1190, 15176, 72138, 42872, 34177, 1192, 65514]",14.0298018999747,58135,120,58255,"{67394: 0.2, 1195: 0.2, 72139: 0.2, 1959: 0.1, 1201: 0.1, 55357: 0.1, 6671: 0.0, 64210: 0.0, 26169: 0.0, 64203: 0.0, 60064: 0.0, 33037: 0.0, 52235: 0.0, 1190: 0.0, 15176: 0.0, 72138: 0.0, 42872: 0.0, 34177: 0.0, 1192: 0.0, 65514: 0.0}"
learning and play piano online,"[69231, 32132, 39479, 47226, 31170, 32139, 66742, 11744, 35079, 71074, 19219, 60569, 28365, 35826, 58940, 27261, 32130, 35469, 54361, 50056]",16.73229229997378,67955,148,68103,"{69231: 0.9, 32132: 0.8, 39479: 0.3, 47226: 0.2, 31170: 0.2, 32139: 0.2, 66742: 0.2, 11744: 0.2, 35079: 0.1, 71074: 0.1, 19219: 0.1, 60569: 0.1, 28365: 0.1, 35826: 0.1, 58940: 0.1, 27261: 0.1, 32130: 0.1, 35469: 0.0, 54361: 0.0, 50056: 0.0}"
Sign-in with Facebook data in which name or email address included,"[36127, 45119, 58933, 29607, 58921, 33548, 50091, 53687, 55575, 38578, 63986, 45308, 66551, 55571, 36900, 37145, 8660, 12896, 12171, 64586]",17.64894650003407,70578,134,70712,"{36127: 0.8, 45119: 0.8, 58933: 0.2, 29607: 0.1, 58921: 0.1, 33548: 0.0, 50091: 0.0, 53687: 0.0, 55575: 0.0, 38578: 0.0, 63986: 0.0, 45308: 0.0, 66551: 0.0, 55571: 0.0, 36900: 0.0, 37145: 0.0, 8660: 0.0, 12896: 0.0, 12171: 0.0, 64586: 0.0}"
Information screen to add a tabatas in a tabatas list app,"[37261, 8653, 29729, 66979, 46524, 41333, 71653, 57846, 49331, 39356, 39361, 49328, 49330, 61110, 10622, 41306, 67334, 43988, 66025, 29727]",18.72869489999721,68147,120,68267,"{37261: 0.2, 8653: 0.2, 29729: 0.2, 66979: 0.1, 46524: 0.1, 41333: 0.1, 71653: 0.1, 57846: 0.1, 49331: 0.0, 39356: 0.0, 39361: 0.0, 49328: 0.0, 49330: 0.0, 61110: 0.0, 10622: 0.0, 41306: 0.0, 67334: 0.0, 43988: 0.0, 66025: 0.0, 29727: 0.0}"
Review with description,"[40724, 70078, 33340, 26201, 48072, 35794, 55005, 48066, 70325, 48008, 45100, 27677, 33086, 48526, 48065, 8171, 70081, 23767, 45577, 49879]",12.696857400005683,62997,120,63117,"{40724: 0.8, 70078: 0.3, 33340: 0.2, 26201: 0.2, 48072: 0.2, 35794: 0.2, 55005: 0.2, 48066: 0.2, 70325: 0.2, 48008: 0.2, 45100: 0.2, 27677: 0.1, 33086: 0.1, 48526: 0.1, 48065: 0.1, 8171: 0.1, 70081: 0.1, 23767: 0.1, 45577: 0.0, 49879: 0.0}"
NBC news,"[52375, 17577, 2199, 54133, 68875, 17574, 37011, 66596, 66586, 68884, 47623, 38418, 43825, 47616, 41777, 41778, 5202, 14239, 41779, 68878]",20.952600500022527,75248,96,75344,"{52375: 1.0, 17577: 1.0, 2199: 0.8, 54133: 0.8, 68875: 0.8, 17574: 0.8, 37011: 0.4, 66596: 0.2, 66586: 0.2, 68884: 0.2, 47623: 0.1, 38418: 0.1, 43825: 0.0, 47616: 0.0, 41777: 0.0, 41778: 0.0, 5202: 0.0, 14239: 0.0, 41779: 0.0, 68878: 0.0}"
starting screen of Amino,"[28260, 48501, 59942, 2018, 53935, 47327, 24606, 30211, 119, 70183, 41430, 10273, 70178, 70191, 10274, 44996, 10648, 30214, 70181, 52920]",15.808517900004517,65500,96,65596,"{28260: 0.8, 48501: 0.2, 59942: 0.2, 2018: 0.2, 53935: 0.1, 47327: 0.1, 24606: 0.1, 30211: 0.1, 119: 0.1, 70183: 0.0, 41430: 0.0, 10273: 0.0, 70178: 0.0, 70191: 0.0, 10274: 0.0, 44996: 0.0, 10648: 0.0, 30214: 0.0, 70181: 0.0, 52920: 0.0}"
income and expenses reports,"[67407, 67405, 43696, 35892, 26054, 55790, 31134, 49566, 67411, 8305, 49399, 35874, 26056, 43708, 20843, 64802, 43716, 64189, 53341, 43700]",13.756870999990497,55656,96,55752,"{67407: 0.9, 67405: 0.9, 43696: 0.9, 35892: 0.9, 26054: 0.8, 55790: 0.8, 31134: 0.8, 49566: 0.3, 67411: 0.3, 8305: 0.2, 49399: 0.2, 35874: 0.2, 26056: 0.2, 43708: 0.2, 20843: 0.1, 64802: 0.1, 43716: 0.0, 64189: 0.0, 53341: 0.0, 43700: 0.0}"
"Delivery details input boxes for address and buttons for home, work or other","[50090, 51940, 66919, 51945, 28235, 2005, 33699, 43208, 56435, 24688, 66923, 15866, 66920, 59549, 62030, 51942, 4964, 12061, 14913, 50930]",14.778364500030875,70626,120,70746,"{50090: 0.8, 51940: 0.8, 66919: 0.2, 51945: 0.2, 28235: 0.2, 2005: 0.1, 33699: 0.1, 43208: 0.1, 56435: 0.1, 24688: 0.1, 66923: 0.0, 15866: 0.0, 66920: 0.0, 59549: 0.0, 62030: 0.0, 51942: 0.0, 4964: 0.0, 12061: 0.0, 14913: 0.0, 50930: 0.0}"
a language window with many options,"[21600, 23517, 45874, 7653, 14571, 27510, 70036, 29111, 23514, 31874, 57061, 2947, 34535, 1415, 11371, 19585, 27511, 44038, 65542, 62717]",16.23746360000223,65520,134,65654,"{21600: 0.9, 23517: 0.8, 45874: 0.8, 7653: 0.4, 14571: 0.4, 27510: 0.3, 70036: 0.2, 29111: 0.2, 23514: 0.2, 31874: 0.2, 57061: 0.2, 2947: 0.2, 34535: 0.2, 1415: 0.2, 11371: 0.1, 19585: 0.1, 27511: 0.1, 44038: 0.1, 65542: 0.1, 62717: 0.1}"
search bar with add a favorite,"[62466, 56670, 30002, 21772, 57528, 18215, 11480, 25074, 21770, 14439, 18218, 17489, 28957, 9978, 23265, 27429, 20766, 33458, 62460, 69261]",12.858622099971399,65524,120,65644,"{62466: 0.8, 56670: 0.8, 30002: 0.2, 21772: 0.2, 57528: 0.2, 18215: 0.1, 11480: 0.1, 25074: 0.1, 21770: 0.1, 14439: 0.1, 18218: 0.1, 17489: 0.1, 28957: 0.1, 9978: 0.0, 23265: 0.0, 27429: 0.0, 20766: 0.0, 33458: 0.0, 62460: 0.0, 69261: 0.0}"
a panel app window with its points,"[25084, 65150, 53258, 30838, 14494, 30846, 43126, 27510, 65148, 25088, 19585, 18289, 25089, 67556, 56042, 53261, 36074, 14492, 44775, 52283]",14.603742800012697,75364,120,75484,"{25084: 0.8, 65150: 0.2, 53258: 0.2, 30838: 0.2, 14494: 0.2, 30846: 0.2, 43126: 0.2, 27510: 0.2, 65148: 0.2, 25088: 0.1, 19585: 0.1, 18289: 0.1, 25089: 0.1, 67556: 0.1, 56042: 0.1, 53261: 0.1, 36074: 0.0, 14492: 0.0, 44775: 0.0, 52283: 0.0}"
"feedback request, whether you like it, with options yes or feedback and emojis","[13359, 50202, 17063, 26955, 52143, 57478, 41581, 56895, 31832, 16326, 53376, 63986, 37485, 37569, 434, 3306, 36415, 59334, 10959, 18829]",13.083157900022343,70650,96,70746,"{13359: 0.4, 50202: 0.4, 17063: 0.3, 26955: 0.3, 52143: 0.2, 57478: 0.2, 41581: 0.2, 56895: 0.2, 31832: 0.2, 16326: 0.2, 53376: 0.2, 63986: 0.2, 37485: 0.2, 37569: 0.1, 434: 0.1, 3306: 0.1, 36415: 0.0, 59334: 0.0, 10959: 0.0, 18829: 0.0}"
best food recipes,"[21272, 65091, 45732, 8167, 56496, 9271, 43424, 14275, 8047, 6391, 60614, 9269, 14226, 60609, 68771, 60611, 42422, 31441, 42421, 13722]",17.661537899984978,72817,120,72937,"{21272: 0.9, 65091: 0.9, 45732: 0.8, 8167: 0.8, 56496: 0.8, 9271: 0.8, 43424: 0.8, 14275: 0.7, 8047: 0.7, 6391: 0.7, 60614: 0.6, 9269: 0.5, 14226: 0.4, 60609: 0.3, 68771: 0.2, 60611: 0.2, 42422: 0.1, 31441: 0.1, 42421: 0.1, 13722: 0.1}"
privacy policy with types of collected information,"[56471, 8453, 66512, 11203, 44388, 8573, 37511, 11497, 60480, 20727, 11824, 44917, 12607, 51365, 65805, 8017, 32518, 68681, 17729, 48852]",14.479575900011696,68003,96,68099,"{56471: 0.9, 8453: 0.8, 66512: 0.3, 11203: 0.2, 44388: 0.2, 8573: 0.2, 37511: 0.2, 11497: 0.2, 60480: 0.2, 20727: 0.2, 11824: 0.1, 44917: 0.1, 12607: 0.1, 51365: 0.1, 65805: 0.1, 8017: 0.0, 32518: 0.0, 68681: 0.0, 17729: 0.0, 48852: 0.0}"
podcast episode screen with download option,"[37191, 37196, 37192, 3558, 3553, 488, 63188, 55389, 3560, 26032, 500, 3552, 495, 3568, 5073, 4313, 4315, 5069, 5068, 34363]",27.166601700009778,55728,103,55831,"{37191: 0.9, 37196: 0.9, 37192: 0.8, 3558: 0.8, 3553: 0.8, 488: 0.8, 63188: 0.8, 55389: 0.3, 3560: 0.2, 26032: 0.2, 500: 0.2, 3552: 0.2, 495: 0.2, 3568: 0.1, 5073: 0.1, 4313: 0.1, 4315: 0.0, 5069: 0.0, 5068: 0.0, 34363: 0.0}"
side panel with share and settings,"[64805, 4825, 16250, 50505, 16246, 69142, 16247, 58148, 53871, 68962, 8684, 16249, 16242, 39596, 50471, 16244, 67254, 16253, 16243, 16251]",18.625732099986635,70434,96,70530,"{64805: 0.8, 4825: 0.8, 16250: 0.4, 50505: 0.3, 16246: 0.2, 69142: 0.2, 16247: 0.2, 58148: 0.2, 53871: 0.2, 68962: 0.1, 8684: 0.1, 16249: 0.1, 16242: 0.0, 39596: 0.0, 50471: 0.0, 16244: 0.0, 67254: 0.0, 16253: 0.0, 16243: 0.0, 16251: 0.0}"
Selection of Doctor's Specialization,"[45730, 24069, 24067, 71752, 41119, 34401, 65904, 2847, 65902, 65898, 65907, 17225, 69913, 65906, 27091, 24078, 44732, 9138, 60471, 33768]",15.439139800029807,72889,127,73016,"{45730: 1.0, 24069: 0.9, 24067: 0.9, 71752: 0.9, 41119: 0.9, 34401: 0.8, 65904: 0.8, 2847: 0.7, 65902: 0.4, 65898: 0.3, 65907: 0.2, 17225: 0.2, 69913: 0.2, 65906: 0.1, 27091: 0.1, 24078: 0.1, 44732: 0.0, 9138: 0.0, 60471: 0.0, 33768: 0.0}"
"tourist app, discover world places, countries and cities","[21671, 9718, 54548, 26245, 5728, 5729, 46531, 2794, 62895, 9717, 26257, 44295, 66552, 53349, 54556, 66553, 14594, 10215, 40902, 20147]",13.496733000036329,58279,96,58375,"{21671: 0.8, 9718: 0.8, 54548: 0.8, 26245: 0.7, 5728: 0.4, 5729: 0.4, 46531: 0.3, 2794: 0.3, 62895: 0.3, 9717: 0.2, 26257: 0.2, 44295: 0.2, 66552: 0.2, 53349: 0.1, 54556: 0.1, 66553: 0.1, 14594: 0.0, 10215: 0.0, 40902: 0.0, 20147: 0.0}"
Media with no search results,"[32286, 61555, 14777, 15336, 42447, 46601, 42442, 42462, 42434, 42466, 42463, 14778, 42453, 14775, 26744, 42458, 13816, 33825, 71742, 67287]",24.797850000031758,70410,120,70530,"{32286: 1.0, 61555: 1.0, 14777: 1.0, 15336: 1.0, 42447: 1.0, 46601: 0.9, 42442: 0.9, 42462: 0.0, 42434: 0.0, 42466: 0.0, 42463: 0.0, 14778: 0.0, 42453: 0.0, 14775: 0.0, 26744: 0.0, 42458: 0.0, 13816: 0.0, 33825: 0.0, 71742: 0.0, 67287: 0.0}"
online dating,"[64832, 17292, 17293, 56407, 17289, 14553, 15942, 64058, 66461, 60172, 17286, 69995, 69989, 17294, 1281, 28655, 42742, 50639, 70005, 42733]",15.949696099967696,70338,141,70479,"{64832: 0.8, 17292: 0.8, 17293: 0.8, 56407: 0.3, 17289: 0.2, 14553: 0.2, 15942: 0.2, 64058: 0.2, 66461: 0.2, 60172: 0.1, 17286: 0.1, 69995: 0.1, 69989: 0.1, 17294: 0.1, 1281: 0.1, 28655: 0.1, 42742: 0.1, 50639: 0.0, 70005: 0.0, 42733: 0.0}"
camera notification message,"[14188, 42512, 69480, 71513, 2132, 41191, 31393, 54834, 40065, 3427, 66562, 60264, 16080, 62977, 43317, 39964, 70963, 70961, 70964, 1628]",10.282519300002605,58087,96,58183,"{14188: 0.8, 42512: 0.2, 69480: 0.2, 71513: 0.2, 2132: 0.2, 41191: 0.2, 31393: 0.1, 54834: 0.1, 40065: 0.1, 3427: 0.1, 66562: 0.1, 60264: 0.1, 16080: 0.0, 62977: 0.0, 43317: 0.0, 39964: 0.0, 70963: 0.0, 70961: 0.0, 70964: 0.0, 1628: 0.0}"
android news website,"[16515, 13860, 16508, 26970, 43061, 33440, 68818, 11492, 1575, 52188, 14880, 14879, 15497, 71379, 25465, 71434, 14878, 42541, 45838, 33438]",16.185384600015823,62997,134,63131,"{16515: 0.9, 13860: 0.8, 16508: 0.4, 26970: 0.3, 43061: 0.2, 33440: 0.2, 68818: 0.2, 11492: 0.2, 1575: 0.2, 52188: 0.1, 14880: 0.1, 14879: 0.1, 15497: 0.1, 71379: 0.1, 25465: 0.1, 71434: 0.1, 14878: 0.1, 42541: 0.1, 45838: 0.1, 33438: 0.1}"
search coffee with location,"[53737, 2696, 2705, 50622, 2703, 6938, 6932, 49193, 57262, 2707, 15613, 13540, 49192, 23775, 28541, 18449, 47031, 44819, 15615, 6937]",12.691638400021475,67931,120,68051,"{53737: 0.9, 2696: 0.8, 2705: 0.8, 50622: 0.8, 2703: 0.2, 6938: 0.2, 6932: 0.2, 49193: 0.1, 57262: 0.1, 2707: 0.1, 15613: 0.1, 13540: 0.0, 49192: 0.0, 23775: 0.0, 28541: 0.0, 18449: 0.0, 47031: 0.0, 44819: 0.0, 15615: 0.0, 6937: 0.0}"
text editing with their options,"[4396, 4285, 24726, 51704, 4885, 23378, 32308, 53507, 50598, 48717, 12304, 48723, 28277, 2270, 60801, 34993, 69444, 30360, 40026, 16048]",12.777338800020516,60586,120,60706,"{4396: 0.8, 4285: 0.4, 24726: 0.3, 51704: 0.2, 4885: 0.2, 23378: 0.2, 32308: 0.2, 53507: 0.2, 50598: 0.1, 48717: 0.1, 12304: 0.1, 48723: 0.1, 28277: 0.1, 2270: 0.1, 60801: 0.1, 34993: 0.0, 69444: 0.0, 30360: 0.0, 40026: 0.0, 16048: 0.0}"
weather application screen's side menu,"[51829, 4748, 22096, 19225, 58147, 17344, 20721, 68438, 31373, 4825, 39486, 39597, 56943, 31379, 22104, 54279, 69136, 18041, 39599, 17333]",19.766399700019974,75344,120,75464,"{51829: 0.8, 4748: 0.2, 22096: 0.2, 19225: 0.2, 58147: 0.2, 17344: 0.2, 20721: 0.2, 68438: 0.2, 31373: 0.1, 4825: 0.1, 39486: 0.1, 39597: 0.1, 56943: 0.1, 31379: 0.1, 22104: 0.1, 54279: 0.0, 69136: 0.0, 18041: 0.0, 39599: 0.0, 17333: 0.0}"
customer complaint service,"[48828, 14466, 45328, 5122, 47843, 52028, 3453, 48522, 3521, 40239, 42698, 23501, 6942, 2779, 31332, 6930, 22829, 41171, 28822, 60454]",14.42073390004225,62997,96,63093,"{48828: 0.8, 14466: 0.8, 45328: 0.3, 5122: 0.2, 47843: 0.2, 52028: 0.2, 3453: 0.2, 48522: 0.2, 3521: 0.2, 40239: 0.2, 42698: 0.1, 23501: 0.1, 6942: 0.1, 2779: 0.1, 31332: 0.1, 6930: 0.1, 22829: 0.0, 41171: 0.0, 28822: 0.0, 60454: 0.0}"
song with the artist picture and pause button,"[29194, 54783, 29617, 33281, 707, 33276, 27043, 71490, 711, 23295, 12817, 33282, 44134, 23291, 63179, 33275, 55483, 33283, 71492, 70393]",21.95834739995189,63117,134,63251,"{29194: 1.0, 54783: 0.9, 29617: 0.9, 33281: 0.8, 707: 0.8, 33276: 0.8, 27043: 0.4, 71490: 0.4, 711: 0.3, 23295: 0.2, 12817: 0.2, 33282: 0.2, 44134: 0.2, 23291: 0.1, 63179: 0.1, 33275: 0.0, 55483: 0.0, 33283: 0.0, 71492: 0.0, 70393: 0.0}"
complete your melody,"[32262, 46619, 20322, 36136, 38103, 38102, 32194, 43860, 13799, 69703, 32190, 52112, 43202, 70783, 2071, 50696, 65833, 854, 23116, 50697]",18.275709100009408,60542,127,60669,"{32262: 0.8, 46619: 0.2, 20322: 0.2, 36136: 0.1, 38103: 0.1, 38102: 0.1, 32194: 0.1, 43860: 0.1, 13799: 0.1, 69703: 0.1, 32190: 0.0, 52112: 0.0, 43202: 0.0, 70783: 0.0, 2071: 0.0, 50696: 0.0, 65833: 0.0, 854: 0.0, 23116: 0.0, 50697: 0.0}"
Genesis + Book + Android,"[11820, 11815, 45340, 22202, 40929, 34374, 40933, 22200, 6383, 62592, 40924, 3912, 45335, 27400, 3909, 16684, 6389, 44576, 29546, 28508]",21.965644199983217,63045,127,63172,"{11820: 0.9, 11815: 0.9, 45340: 0.8, 22202: 0.8, 40929: 0.8, 34374: 0.7, 40933: 0.4, 22200: 0.3, 6383: 0.3, 62592: 0.2, 40924: 0.2, 3912: 0.2, 45335: 0.2, 27400: 0.1, 3909: 0.1, 16684: 0.1, 6389: 0.1, 44576: 0.1, 29546: 0.0, 28508: 0.0}"
Different Language choice keypad,"[70112, 45339, 42980, 43322, 8976, 60557, 3441, 12740, 50948, 12738, 62582, 57308, 8986, 5816, 19767, 3432, 70977, 68329, 8977, 65888]",15.526911399967503,63021,127,63148,"{70112: 1.0, 45339: 0.8, 42980: 0.2, 43322: 0.2, 8976: 0.2, 60557: 0.2, 3441: 0.1, 12740: 0.1, 50948: 0.1, 12738: 0.0, 62582: 0.0, 57308: 0.0, 8986: 0.0, 5816: 0.0, 19767: 0.0, 3432: 0.0, 70977: 0.0, 68329: 0.0, 8977: 0.0, 65888: 0.0}"
menu providing different buttons to change the settings and to get more information,"[67334, 5706, 1380, 25027, 23123, 68952, 51275, 1671, 50241, 66979, 36064, 21573, 60360, 16204, 45304, 29729, 60624, 40104, 41333, 50593]",16.176384400052484,60782,120,60902,"{67334: 0.8, 5706: 0.8, 1380: 0.8, 25027: 0.8, 23123: 0.8, 68952: 0.4, 51275: 0.4, 1671: 0.3, 50241: 0.2, 66979: 0.2, 36064: 0.2, 21573: 0.2, 60360: 0.2, 16204: 0.2, 45304: 0.2, 29729: 0.1, 60624: 0.1, 40104: 0.1, 41333: 0.0, 50593: 0.0}"
live breaking news video with another top stories article and video,"[3322, 26446, 37498, 68527, 32890, 71210, 49053, 3319, 56755, 28430, 37741, 5238, 803, 37740, 68520, 30709, 24015, 16808, 16087, 63264]",17.53446360002272,60734,134,60868,"{3322: 0.9, 26446: 0.8, 37498: 0.8, 68527: 0.8, 32890: 0.4, 71210: 0.4, 49053: 0.3, 3319: 0.3, 56755: 0.2, 28430: 0.2, 37741: 0.2, 5238: 0.2, 803: 0.2, 37740: 0.1, 68520: 0.1, 30709: 0.1, 24015: 0.1, 16808: 0.1, 16087: 0.1, 63264: 0.0}"
Weekday digest for meal planning,"[29388, 29390, 6044, 48751, 5267, 66527, 66532, 5260, 5270, 48742, 5262, 5265, 3450, 66540, 15688, 4834, 4316, 4842, 66544, 4833]",12.690891800040845,65524,120,65644,"{29388: 0.4, 29390: 0.3, 6044: 0.2, 48751: 0.2, 5267: 0.2, 66527: 0.2, 66532: 0.2, 5260: 0.2, 5270: 0.1, 48742: 0.1, 5262: 0.1, 5265: 0.1, 3450: 0.1, 66540: 0.1, 15688: 0.1, 4834: 0.1, 4316: 0.1, 4842: 0.1, 66544: 0.1, 4833: 0.1}"
Buy atlanta falcons jersey,"[23355, 43110, 43251, 7591, 21302, 17404, 17533, 17522, 23356, 25062, 40660, 19720, 7590, 7593, 62503, 32411, 17828, 36628, 59069, 49463]",14.613295999995898,58159,127,58286,"{23355: 1.0, 43110: 0.8, 43251: 0.8, 7591: 0.2, 21302: 0.2, 17404: 0.2, 17533: 0.1, 17522: 0.1, 23356: 0.1, 25062: 0.1, 40660: 0.1, 19720: 0.1, 7590: 0.1, 7593: 0.0, 62503: 0.0, 32411: 0.0, 17828: 0.0, 36628: 0.0, 59069: 0.0, 49463: 0.0}"
Sidebar with homepage and other options,"[37797, 55494, 3573, 55493, 30733, 55492, 17819, 17057, 37795, 36460, 41355, 30941, 18457, 45615, 48902, 67559, 67553, 30463, 67561, 18455]",21.85832160001155,63069,127,63196,"{37797: 0.9, 55494: 0.9, 3573: 0.8, 55493: 0.8, 30733: 0.8, 55492: 0.8, 17819: 0.8, 17057: 0.8, 37795: 0.7, 36460: 0.4, 41355: 0.3, 30941: 0.2, 18457: 0.2, 45615: 0.2, 48902: 0.2, 67559: 0.1, 67553: 0.1, 30463: 0.1, 67561: 0.1, 18455: 0.1}"
video show of a tattoo,"[51384, 26674, 12687, 60584, 60585, 28986, 60587, 28985, 46964, 31044, 21753, 70825, 28430, 28979, 23419, 46962, 37741, 70826, 26675, 51375]",61.28231029998278,67955,127,68082,"{51384: 1.0, 26674: 1.0, 12687: 0.8, 60584: 0.1, 60585: 0.1, 28986: 0.1, 60587: 0.1, 28985: 0.1, 46964: 0.0, 31044: 0.0, 21753: 0.0, 70825: 0.0, 28430: 0.0, 28979: 0.0, 23419: 0.0, 46962: 0.0, 37741: 0.0, 70826: 0.0, 26675: 0.0, 51375: 0.0}"
Country code listing,"[7300, 37446, 7952, 7953, 24220, 67583, 63633, 4238, 4243, 69254, 63630, 69267, 51324, 69258, 20638, 69277, 33194, 70727, 20640, 69265]",16.51603449997492,67907,134,68041,"{7300: 1.0, 37446: 1.0, 7952: 0.2, 7953: 0.2, 24220: 0.2, 67583: 0.0, 63633: 0.0, 4238: 0.0, 4243: 0.0, 69254: 0.0, 63630: 0.0, 69267: 0.0, 51324: 0.0, 69258: 0.0, 20638: 0.0, 69277: 0.0, 33194: 0.0, 70727: 0.0, 20640: 0.0, 69265: 0.0}"
"book reader with ""Become a Member"" button","[5606, 40696, 1078, 40693, 13003, 52623, 70606, 13010, 52619, 12997, 13004, 13012, 40932, 50327, 6289, 59341, 6290, 7191, 40930, 50967]",19.213058100023773,72961,120,73081,"{5606: 1.0, 40696: 0.3, 1078: 0.2, 40693: 0.2, 13003: 0.1, 52623: 0.1, 70606: 0.1, 13010: 0.0, 52619: 0.0, 12997: 0.0, 13004: 0.0, 13012: 0.0, 40932: 0.0, 50327: 0.0, 6289: 0.0, 59341: 0.0, 6290: 0.0, 7191: 0.0, 40930: 0.0, 50967: 0.0}"
choise of interest,"[5725, 31253, 31261, 9292, 62106, 66440, 10113, 50321, 1627, 62104, 66380, 65473, 9281, 9286, 2194, 64828, 47712, 62098, 9398, 2849]",12.266401599976234,60566,120,60686,"{5725: 0.8, 31253: 0.8, 31261: 0.7, 9292: 0.6, 62106: 0.3, 66440: 0.2, 10113: 0.2, 50321: 0.2, 1627: 0.1, 62104: 0.1, 66380: 0.1, 65473: 0.1, 9281: 0.0, 9286: 0.0, 2194: 0.0, 64828: 0.0, 47712: 0.0, 62098: 0.0, 9398: 0.0, 2849: 0.0}"
Healthy Food options to add in daily Plan,"[13727, 13173, 30133, 55222, 57637, 29389, 66538, 60609, 41103, 57626, 66527, 30246, 60611, 60613, 71635, 13722, 66544, 8328, 19171, 66532]",15.341575999977067,72937,103,73040,"{13727: 0.8, 13173: 0.3, 30133: 0.2, 55222: 0.2, 57637: 0.2, 29389: 0.2, 66538: 0.2, 60609: 0.2, 41103: 0.1, 57626: 0.1, 66527: 0.1, 30246: 0.1, 60611: 0.1, 60613: 0.1, 71635: 0.1, 13722: 0.0, 66544: 0.0, 8328: 0.0, 19171: 0.0, 66532: 0.0}"
Chinese salad recipes,"[8167, 43431, 70038, 14279, 43427, 10064, 6395, 56501, 59930, 60444, 25399, 12314, 30057, 59014, 29838, 43426, 917, 10057, 17378, 59927]",24.821389899996575,67907,127,68034,"{8167: 0.3, 43431: 0.3, 70038: 0.2, 14279: 0.2, 43427: 0.2, 10064: 0.2, 6395: 0.2, 56501: 0.2, 59930: 0.2, 60444: 0.1, 25399: 0.1, 12314: 0.1, 30057: 0.1, 59014: 0.1, 29838: 0.1, 43426: 0.1, 917: 0.1, 10057: 0.1, 17378: 0.1, 59927: 0.0}"
